,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
y[0],-0.013,10.067,-19.896,19.983,0.028,0.021,140895.0,164169.0,1.0
y[1],0.038,10.009,-20.123,18.54,0.028,0.021,139838.0,160215.0,1.0
y[2],0.02,10.013,-20.023,17.548,0.028,0.021,144744.0,161452.0,1.0
y[3],0.011,10.059,-20.057,16.787,0.028,0.022,142326.0,153091.0,1.0
y[4],0.004,10.04,-20.082,16.236,0.028,0.021,142837.0,154736.0,1.0
y[5],-0.045,10.063,-19.811,15.963,0.028,0.022,145281.0,150838.0,1.0
y[6],-0.028,10.115,-19.656,15.691,0.029,0.024,146121.0,147145.0,1.0
y[7],-0.017,10.056,-19.628,15.309,0.028,0.022,149984.0,151495.0,1.0
y[8],-0.059,10.166,-19.601,15.253,0.029,0.026,151456.0,151864.0,1.0
y[9],-0.051,10.091,-19.797,14.66,0.028,0.022,152558.0,154502.0,1.0
y[10],-0.011,10.073,-19.297,14.888,0.029,0.023,150575.0,150331.0,1.0
y[11],-0.005,10.105,-19.52,14.441,0.029,0.023,152824.0,150090.0,1.0
y[12],0.01,10.021,-19.385,14.328,0.028,0.022,154768.0,150048.0,1.0
y[13],-0.025,10.114,-19.49,14.224,0.029,0.022,155983.0,148473.0,1.0
y[14],0.012,10.068,-19.437,14.113,0.029,0.022,155786.0,145910.0,1.0
y[15],-0.034,10.117,-19.332,14.166,0.029,0.023,159892.0,150946.0,1.0
y[16],-0.026,10.092,-19.258,14.038,0.029,0.023,155855.0,145147.0,1.0
y[17],-0.049,10.149,-19.486,13.786,0.029,0.024,157166.0,146876.0,1.0
y[18],0.007,10.051,-19.268,13.786,0.028,0.022,158577.0,151948.0,1.0
y[19],-0.019,10.063,-19.109,13.778,0.028,0.022,161329.0,148146.0,1.0
y[20],-0.015,10.129,-19.201,13.798,0.029,0.022,159499.0,148661.0,1.0
y[21],-0.057,10.13,-19.298,13.553,0.029,0.023,158899.0,144061.0,1.0
y[22],0.032,10.032,-19.064,13.456,0.028,0.022,162005.0,148670.0,1.0
y[23],0.029,10.054,-19.141,13.426,0.029,0.023,160858.0,147800.0,1.0
y[24],0.01,10.071,-18.996,13.611,0.028,0.022,162717.0,148769.0,1.0
