,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
y[62],-0.05,0.328,-0.667,0.559,0.0,0.001,589101.0,272213.0,1.0
y[63],-0.049,0.329,-0.671,0.558,0.0,0.001,603710.0,277190.0,1.0
y[64],-0.049,0.33,-0.677,0.551,0.0,0.001,605536.0,271082.0,1.0
y[65],-0.049,0.328,-0.665,0.561,0.0,0.001,610567.0,276240.0,1.0
y[66],-0.049,0.329,-0.671,0.558,0.0,0.001,611886.0,275906.0,1.0
y[67],-0.049,0.329,-0.676,0.552,0.0,0.001,595803.0,278090.0,1.0
y[68],-0.049,0.33,-0.674,0.559,0.0,0.001,607526.0,275172.0,1.0
y[69],-0.049,0.329,-0.675,0.557,0.0,0.001,599716.0,273155.0,1.0
y[70],-0.049,0.329,-0.665,0.562,0.0,0.001,598152.0,273946.0,1.0
y[71],-0.049,0.329,-0.669,0.558,0.0,0.001,602387.0,268907.0,1.0
y[72],-0.05,0.331,-0.675,0.559,0.0,0.001,602387.0,276592.0,1.0
y[73],-0.049,0.33,-0.676,0.558,0.0,0.001,614490.0,272302.0,1.0
y[74],-0.049,0.331,-0.684,0.553,0.0,0.001,597637.0,272640.0,1.0
y[75],-0.049,0.331,-0.682,0.557,0.0,0.001,608395.0,276603.0,1.0
y[76],-0.049,0.331,-0.678,0.562,0.0,0.001,603291.0,273062.0,1.0
y[77],-0.049,0.33,-0.68,0.558,0.0,0.001,603284.0,274928.0,1.0
y[78],-0.049,0.33,-0.673,0.563,0.0,0.001,603660.0,276314.0,1.0
y[79],-0.048,0.331,-0.67,0.565,0.0,0.001,610577.0,277336.0,1.0
y[80],-0.048,0.332,-0.686,0.557,0.0,0.001,599590.0,277416.0,1.0
y[81],-0.049,0.334,-0.68,0.566,0.0,0.001,594215.0,275455.0,1.0
y[82],-0.048,0.333,-0.673,0.573,0.0,0.001,601434.0,273709.0,1.0
y[83],-0.048,0.334,-0.685,0.566,0.0,0.001,598475.0,277304.0,1.0
y[84],-0.048,0.335,-0.686,0.564,0.0,0.001,592251.0,274432.0,1.0
y[85],-0.048,0.335,-0.679,0.573,0.0,0.001,606856.0,274328.0,1.0
y[86],-0.047,0.336,-0.686,0.569,0.0,0.001,610028.0,275195.0,1.0
y[87],-0.047,0.338,-0.689,0.575,0.0,0.001,609152.0,276427.0,1.0
y[88],-0.047,0.338,-0.687,0.577,0.0,0.001,609373.0,279808.0,1.0
y[89],-0.046,0.34,-0.686,0.588,0.0,0.001,603713.0,274007.0,1.0
y[90],-0.046,0.34,-0.692,0.581,0.0,0.001,612921.0,280714.0,1.0
y[91],-0.043,0.342,-0.697,0.588,0.0,0.001,602558.0,276828.0,1.0
y[92],-0.044,0.346,-0.702,0.594,0.0,0.001,609232.0,281364.0,1.0
y[93],-0.043,0.349,-0.712,0.601,0.0,0.001,618001.0,280659.0,1.0
y[94],-0.04,0.354,-0.713,0.614,0.0,0.001,604076.0,279542.0,1.0
y[95],-0.039,0.362,-0.725,0.631,0.0,0.001,622777.0,283298.0,1.0
y[96],-0.035,0.374,-0.742,0.661,0.0,0.001,621814.0,277778.0,1.0
y[97],-0.026,0.396,-0.768,0.725,0.001,0.001,626809.0,284726.0,1.0
y[98],0.0,0.459,-0.87,0.859,0.001,0.001,617126.0,293516.0,1.0
z[0],0.01,0.003,0.004,0.016,0.0,0.0,601018.0,269455.0,1.0
z[1],0.01,0.003,0.005,0.016,0.0,0.0,596841.0,274607.0,1.0
z[2],0.01,0.003,0.005,0.016,0.0,0.0,600509.0,270856.0,1.0
z[3],0.01,0.003,0.005,0.016,0.0,0.0,600958.0,277760.0,1.0
z[4],0.01,0.003,0.005,0.017,0.0,0.0,600770.0,274933.0,1.0
z[5],0.011,0.003,0.005,0.017,0.0,0.0,591776.0,272495.0,1.0
z[6],0.011,0.003,0.005,0.017,0.0,0.0,598918.0,272317.0,1.0
z[7],0.011,0.003,0.005,0.017,0.0,0.0,605422.0,275228.0,1.0
z[8],0.011,0.003,0.005,0.017,0.0,0.0,603737.0,272063.0,1.0
z[9],0.011,0.003,0.005,0.017,0.0,0.0,604855.0,274420.0,1.0
z[10],0.011,0.003,0.005,0.018,0.0,0.0,592411.0,275134.0,1.0
z[11],0.011,0.004,0.005,0.018,0.0,0.0,600726.0,272480.0,1.0
z[12],0.011,0.004,0.005,0.018,0.0,0.0,599229.0,273543.0,1.0
z[13],0.011,0.004,0.005,0.018,0.0,0.0,601945.0,275609.0,1.0
z[14],0.012,0.004,0.005,0.019,0.0,0.0,607463.0,279488.0,1.0
z[15],0.012,0.004,0.005,0.019,0.0,0.0,595257.0,270770.0,1.0
z[16],0.012,0.004,0.005,0.019,0.0,0.0,600465.0,274176.0,1.0
z[17],0.012,0.004,0.005,0.019,0.0,0.0,605265.0,276524.0,1.0
z[18],0.012,0.004,0.005,0.019,0.0,0.0,599590.0,281413.0,1.0
z[19],0.012,0.004,0.006,0.02,0.0,0.0,593758.0,271080.0,1.0
z[20],0.012,0.004,0.006,0.02,0.0,0.0,592078.0,272139.0,1.0
z[21],0.013,0.004,0.006,0.02,0.0,0.0,594705.0,273837.0,1.0
z[22],0.013,0.004,0.006,0.02,0.0,0.0,606808.0,273492.0,1.0
z[23],0.013,0.004,0.006,0.021,0.0,0.0,591782.0,272622.0,1.0
z[24],0.013,0.004,0.006,0.021,0.0,0.0,599788.0,276633.0,1.0
z[25],0.013,0.004,0.006,0.021,0.0,0.0,598423.0,275462.0,1.0
z[26],0.014,0.004,0.006,0.022,0.0,0.0,603434.0,277134.0,1.0
z[27],0.014,0.004,0.006,0.022,0.0,0.0,603094.0,271420.0,1.0
z[28],0.014,0.004,0.006,0.022,0.0,0.0,606965.0,275410.0,1.0
z[29],0.014,0.004,0.006,0.022,0.0,0.0,595118.0,272522.0,1.0
z[30],0.014,0.004,0.006,0.023,0.0,0.0,603452.0,280198.0,1.0
z[31],0.014,0.005,0.006,0.023,0.0,0.0,590081.0,275981.0,1.0
z[32],0.015,0.005,0.007,0.023,0.0,0.0,593489.0,272790.0,1.0
z[33],0.015,0.005,0.007,0.024,0.0,0.0,602568.0,270638.0,1.0
z[34],0.015,0.005,0.007,0.024,0.0,0.0,590353.0,266323.0,1.0
z[35],0.015,0.005,0.007,0.024,0.0,0.0,609912.0,273642.0,1.0
z[36],0.016,0.005,0.007,0.025,0.0,0.0,606172.0,274190.0,1.0
z[37],0.016,0.005,0.007,0.025,0.0,0.0,593945.0,273853.0,1.0
z[38],0.016,0.005,0.007,0.026,0.0,0.0,605297.0,274147.0,1.0
z[39],0.016,0.005,0.007,0.026,0.0,0.0,608851.0,276992.0,1.0
z[40],0.017,0.005,0.007,0.027,0.0,0.0,607202.0,274395.0,1.0
z[41],0.017,0.005,0.008,0.027,0.0,0.0,596293.0,273767.0,1.0
z[42],0.017,0.005,0.008,0.027,0.0,0.0,602707.0,282630.0,1.0
z[43],0.018,0.005,0.008,0.028,0.0,0.0,596716.0,273366.0,1.0
z[44],0.018,0.006,0.008,0.028,0.0,0.0,601348.0,272017.0,1.0
z[45],0.018,0.006,0.008,0.029,0.0,0.0,604585.0,278539.0,1.0
z[46],0.019,0.006,0.008,0.029,0.0,0.0,604404.0,274934.0,1.0
z[47],0.019,0.006,0.008,0.03,0.0,0.0,597272.0,275360.0,1.0
z[48],0.019,0.006,0.009,0.031,0.0,0.0,597293.0,274084.0,1.0
z[49],0.02,0.006,0.009,0.031,0.0,0.0,602922.0,273706.0,1.0
z[50],0.02,0.006,0.009,0.032,0.0,0.0,597899.0,267119.0,1.0
z[51],0.02,0.006,0.009,0.033,0.0,0.0,604228.0,275355.0,1.0
z[52],0.021,0.007,0.009,0.033,0.0,0.0,601656.0,272158.0,1.0
z[53],0.021,0.007,0.01,0.034,0.0,0.0,599913.0,275143.0,1.0
z[54],0.022,0.007,0.01,0.035,0.0,0.0,608426.0,272585.0,1.0
z[55],0.022,0.007,0.01,0.035,0.0,0.0,602261.0,274483.0,1.0
z[56],0.023,0.007,0.01,0.036,0.0,0.0,607217.0,275643.0,1.0
z[57],0.023,0.007,0.01,0.037,0.0,0.0,597680.0,272863.0,1.0
z[58],0.024,0.007,0.011,0.038,0.0,0.0,601062.0,268341.0,1.0
z[59],0.024,0.008,0.011,0.039,0.0,0.0,606723.0,272598.0,1.0
z[60],0.025,0.008,0.011,0.039,0.0,0.0,605741.0,275923.0,1.0
z[61],0.026,0.008,0.011,0.041,0.0,0.0,605735.0,276884.0,1.0
z[62],0.026,0.008,0.012,0.042,0.0,0.0,589101.0,272213.0,1.0
z[63],0.027,0.008,0.012,0.043,0.0,0.0,603710.0,277190.0,1.0
z[64],0.028,0.009,0.013,0.044,0.0,0.0,605535.0,271082.0,1.0
z[65],0.029,0.009,0.013,0.045,0.0,0.0,610567.0,276240.0,1.0
z[66],0.029,0.009,0.013,0.047,0.0,0.0,611886.0,275906.0,1.0
z[67],0.03,0.009,0.014,0.048,0.0,0.0,595803.0,278090.0,1.0
z[68],0.031,0.01,0.014,0.05,0.0,0.0,607526.0,275208.0,1.0
z[69],0.032,0.01,0.014,0.051,0.0,0.0,599717.0,273155.0,1.0
z[70],0.033,0.01,0.015,0.053,0.0,0.0,598152.0,273946.0,1.0
z[71],0.034,0.011,0.016,0.055,0.0,0.0,602387.0,268907.0,1.0
z[72],0.036,0.011,0.016,0.057,0.0,0.0,602387.0,276592.0,1.0
z[73],0.037,0.011,0.017,0.058,0.0,0.0,614490.0,272302.0,1.0
z[74],0.038,0.012,0.017,0.061,0.0,0.0,597637.0,272640.0,1.0
z[75],0.04,0.012,0.018,0.063,0.0,0.0,608395.0,276603.0,1.0
z[76],0.042,0.013,0.019,0.066,0.0,0.0,603291.0,273062.0,1.0
z[77],0.043,0.013,0.02,0.069,0.0,0.0,603284.0,274928.0,1.0
z[78],0.045,0.014,0.02,0.071,0.0,0.0,603660.0,276314.0,1.0
z[79],0.048,0.015,0.022,0.075,0.0,0.0,610577.0,277336.0,1.0
z[80],0.05,0.015,0.023,0.079,0.0,0.0,599590.0,277416.0,1.0
z[81],0.053,0.016,0.024,0.083,0.0,0.0,594215.0,275450.0,1.0
z[82],0.056,0.017,0.025,0.088,0.0,0.0,601434.0,273709.0,1.0
z[83],0.059,0.018,0.027,0.093,0.0,0.0,598475.0,277304.0,1.0
z[84],0.062,0.019,0.029,0.099,0.0,0.0,592251.0,274432.0,1.0
z[85],0.067,0.02,0.031,0.105,0.0,0.0,606856.0,274328.0,1.0
z[86],0.071,0.022,0.033,0.112,0.0,0.0,610028.0,275195.0,1.0
z[87],0.077,0.023,0.035,0.121,0.0,0.0,609152.0,276427.0,1.0
z[88],0.083,0.025,0.038,0.13,0.0,0.0,609373.0,279808.0,1.0
z[89],0.091,0.027,0.042,0.143,0.0,0.0,603713.0,274007.0,1.0
z[90],0.1,0.03,0.047,0.156,0.0,0.0,612921.0,280714.0,1.0
z[91],0.111,0.033,0.052,0.173,0.0,0.0,602559.0,276828.0,1.0
z[92],0.125,0.037,0.059,0.194,0.0,0.0,609232.0,281364.0,1.0
z[93],0.143,0.042,0.068,0.221,0.0,0.0,618001.0,280659.0,1.0
z[94],0.167,0.048,0.081,0.257,0.0,0.0,604075.0,279542.0,1.0
z[95],0.2,0.056,0.099,0.307,0.0,0.0,622777.0,283298.0,1.0
z[96],0.25,0.068,0.126,0.377,0.0,0.0,621814.0,277778.0,1.0
z[97],0.333,0.085,0.176,0.492,0.0,0.0,626809.0,284726.0,1.0
z[98],0.5,0.109,0.295,0.702,0.0,0.0,617126.0,293516.0,1.0
x[0],0.01,0.003,0.004,0.016,0.0,0.0,601018.0,269455.0,1.0
x[1],0.01,0.003,0.004,0.016,0.0,0.0,596847.0,274132.0,1.0
x[2],0.01,0.003,0.004,0.016,0.0,0.0,600614.0,271412.0,1.0
x[3],0.01,0.003,0.004,0.016,0.0,0.0,601131.0,277720.0,1.0
x[4],0.01,0.003,0.005,0.016,0.0,0.0,600747.0,274962.0,1.0
x[5],0.01,0.003,0.004,0.016,0.0,0.0,591731.0,272261.0,1.0
x[6],0.01,0.003,0.005,0.016,0.0,0.0,599000.0,271763.0,1.0
x[7],0.01,0.003,0.004,0.016,0.0,0.0,605635.0,274888.0,1.0
x[8],0.01,0.003,0.004,0.016,0.0,0.0,603984.0,272381.0,1.0
x[9],0.01,0.003,0.004,0.016,0.0,0.0,604662.0,275188.0,1.0
x[10],0.01,0.003,0.005,0.016,0.0,0.0,592722.0,273036.0,1.0
x[11],0.01,0.003,0.004,0.016,0.0,0.0,600998.0,272504.0,1.0
x[12],0.01,0.003,0.005,0.016,0.0,0.0,599481.0,273667.0,1.0
x[13],0.01,0.003,0.004,0.016,0.0,0.0,601985.0,275003.0,1.0
x[14],0.01,0.003,0.004,0.016,0.0,0.0,607801.0,279258.0,1.0
x[15],0.01,0.003,0.004,0.016,0.0,0.0,595187.0,271147.0,1.0
x[16],0.01,0.003,0.004,0.016,0.0,0.0,600337.0,274015.0,1.0
x[17],0.01,0.003,0.004,0.016,0.0,0.0,605703.0,277243.0,1.0
x[18],0.01,0.003,0.004,0.016,0.0,0.0,599521.0,281640.0,1.0
x[19],0.01,0.003,0.005,0.016,0.0,0.0,593952.0,270588.0,1.0
x[20],0.01,0.003,0.004,0.016,0.0,0.0,592275.0,273042.0,1.0
x[21],0.01,0.003,0.004,0.016,0.0,0.0,594880.0,273218.0,1.0
x[22],0.01,0.003,0.004,0.016,0.0,0.0,607666.0,274334.0,1.0
x[23],0.01,0.003,0.004,0.016,0.0,0.0,591609.0,273838.0,1.0
x[24],0.01,0.003,0.005,0.016,0.0,0.0,599766.0,276947.0,1.0
x[25],0.01,0.003,0.004,0.016,0.0,0.0,598923.0,275229.0,1.0
x[26],0.01,0.003,0.004,0.016,0.0,0.0,603119.0,276499.0,1.0
x[27],0.01,0.003,0.004,0.016,0.0,0.0,602718.0,272353.0,1.0
x[28],0.01,0.003,0.004,0.016,0.0,0.0,607179.0,276738.0,1.0
x[29],0.01,0.003,0.004,0.016,0.0,0.0,595261.0,272749.0,1.0
x[30],0.01,0.003,0.004,0.016,0.0,0.0,604311.0,281260.0,1.0
x[31],0.01,0.003,0.004,0.016,0.0,0.0,590315.0,276717.0,1.0
x[32],0.01,0.003,0.004,0.016,0.0,0.0,594472.0,272985.0,1.0
x[33],0.01,0.003,0.004,0.016,0.0,0.0,602303.0,272359.0,1.0
x[34],0.01,0.003,0.004,0.016,0.0,0.0,590243.0,265686.0,1.0
x[35],0.01,0.003,0.004,0.016,0.0,0.0,610213.0,274497.0,1.0
x[36],0.01,0.003,0.004,0.016,0.0,0.0,606899.0,274509.0,1.0
x[37],0.01,0.003,0.004,0.016,0.0,0.0,594341.0,273527.0,1.0
x[38],0.01,0.003,0.005,0.016,0.0,0.0,605084.0,275118.0,1.0
x[39],0.01,0.003,0.004,0.016,0.0,0.0,608717.0,276022.0,1.0
x[40],0.01,0.003,0.004,0.016,0.0,0.0,607006.0,274433.0,1.0
x[41],0.01,0.003,0.004,0.016,0.0,0.0,597011.0,274155.0,1.0
x[42],0.01,0.003,0.004,0.016,0.0,0.0,603604.0,282123.0,1.0
x[43],0.01,0.003,0.004,0.016,0.0,0.0,597462.0,273308.0,1.0
x[44],0.01,0.003,0.004,0.016,0.0,0.0,601818.0,274294.0,1.0
x[45],0.01,0.003,0.004,0.016,0.0,0.0,605098.0,277733.0,1.0
x[46],0.01,0.003,0.005,0.016,0.0,0.0,604992.0,276046.0,1.0
x[47],0.01,0.003,0.004,0.016,0.0,0.0,598208.0,276954.0,1.0
x[48],0.01,0.003,0.004,0.016,0.0,0.0,597844.0,273843.0,1.0
x[49],0.01,0.003,0.004,0.016,0.0,0.0,603508.0,274814.0,1.0
x[50],0.01,0.003,0.005,0.016,0.0,0.0,597573.0,264498.0,1.0
x[51],0.01,0.003,0.004,0.016,0.0,0.0,604278.0,274559.0,1.0
x[52],0.01,0.003,0.004,0.016,0.0,0.0,601902.0,271595.0,1.0
x[53],0.01,0.003,0.004,0.016,0.0,0.0,600458.0,274646.0,1.0
x[54],0.01,0.003,0.005,0.016,0.0,0.0,608208.0,271470.0,1.0
x[55],0.01,0.003,0.004,0.016,0.0,0.0,601117.0,274215.0,1.0
x[56],0.01,0.003,0.004,0.016,0.0,0.0,606512.0,276587.0,1.0
x[57],0.01,0.003,0.004,0.016,0.0,0.0,597507.0,273386.0,1.0
x[58],0.01,0.003,0.004,0.016,0.0,0.0,600016.0,270961.0,1.0
x[59],0.01,0.003,0.004,0.016,0.0,0.0,606914.0,273718.0,1.0
x[60],0.01,0.003,0.004,0.016,0.0,0.0,607122.0,277234.0,1.0
x[61],0.01,0.003,0.004,0.016,0.0,0.0,605756.0,277385.0,1.0
x[62],0.01,0.003,0.004,0.016,0.0,0.0,589814.0,271815.0,1.0
x[63],0.01,0.003,0.004,0.016,0.0,0.0,603959.0,276547.0,1.0
x[64],0.01,0.003,0.004,0.016,0.0,0.0,606313.0,272051.0,1.0
x[65],0.01,0.003,0.004,0.016,0.0,0.0,615528.0,276906.0,1.0
x[66],0.01,0.003,0.004,0.016,0.0,0.0,607464.0,277102.0,1.0
x[67],0.01,0.003,0.004,0.016,0.0,0.0,596341.0,279833.0,1.0
x[68],0.01,0.003,0.004,0.016,0.0,0.0,608126.0,272846.0,1.0
x[69],0.01,0.003,0.004,0.016,0.0,0.0,600678.0,275543.0,1.0
x[70],0.01,0.003,0.005,0.016,0.0,0.0,596918.0,278037.0,1.0
x[71],0.01,0.003,0.004,0.016,0.0,0.0,603205.0,268841.0,1.0
x[72],0.01,0.003,0.004,0.016,0.0,0.0,601840.0,276406.0,1.0
x[73],0.01,0.003,0.004,0.016,0.0,0.0,616042.0,275759.0,1.0
x[74],0.01,0.003,0.004,0.016,0.0,0.0,596412.0,274920.0,1.0
x[75],0.01,0.003,0.004,0.016,0.0,0.0,607860.0,276877.0,1.0
x[76],0.01,0.003,0.004,0.016,0.0,0.0,603845.0,274599.0,1.0
x[77],0.01,0.003,0.004,0.016,0.0,0.0,600292.0,276237.0,1.0
x[78],0.01,0.003,0.004,0.016,0.0,0.0,605129.0,276699.0,1.0
x[79],0.01,0.003,0.005,0.016,0.0,0.0,610565.0,276904.0,1.0
x[80],0.01,0.003,0.005,0.016,0.0,0.0,601853.0,278752.0,1.0
x[81],0.01,0.003,0.004,0.016,0.0,0.0,591521.0,274989.0,1.0
x[82],0.01,0.003,0.005,0.016,0.0,0.0,602129.0,274540.0,1.0
x[83],0.01,0.003,0.004,0.016,0.0,0.0,597172.0,279438.0,1.0
x[84],0.01,0.003,0.004,0.016,0.0,0.0,592806.0,274920.0,1.0
x[85],0.01,0.003,0.005,0.016,0.0,0.0,605310.0,277747.0,1.0
x[86],0.01,0.003,0.005,0.016,0.0,0.0,608949.0,276204.0,1.0
x[87],0.01,0.003,0.004,0.016,0.0,0.0,607580.0,275844.0,1.0
x[88],0.01,0.003,0.004,0.016,0.0,0.0,608324.0,283255.0,1.0
x[89],0.01,0.003,0.004,0.016,0.0,0.0,605965.0,278872.0,1.0
x[90],0.01,0.003,0.004,0.016,0.0,0.0,614304.0,282907.0,1.0
x[91],0.01,0.003,0.005,0.016,0.0,0.0,602172.0,280913.0,1.0
x[92],0.01,0.003,0.005,0.016,0.0,0.0,605974.0,284642.0,1.0
x[93],0.01,0.003,0.004,0.016,0.0,0.0,608020.0,285794.0,1.0
x[94],0.01,0.003,0.004,0.016,0.0,0.0,597300.0,286243.0,1.0
x[95],0.01,0.003,0.004,0.016,0.0,0.0,617332.0,293812.0,1.0
x[96],0.01,0.003,0.004,0.016,0.0,0.0,612695.0,284865.0,1.0
x[97],0.01,0.003,0.004,0.016,0.0,0.0,614167.0,292945.0,1.0
x[98],0.01,0.003,0.005,0.016,0.0,0.0,607140.0,300094.0,1.0
x[99],0.01,0.003,0.004,0.016,0.0,0.0,600493.0,302571.0,1.0
cum_sum,0.98,0.004,0.972,0.988,0.0,0.0,615460.0,310411.0,1.0
