,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
y[0],2.066,3.26,-4.499,7.906,0.004,0.004,646665.0,284897.0,1.0
y[1],2.022,3.29,-4.542,7.988,0.004,0.005,640825.0,285897.0,1.0
y[2],1.96,3.337,-4.646,8.052,0.004,0.005,631202.0,287718.0,1.0
y[3],1.886,3.387,-4.912,7.944,0.005,0.005,621426.0,292916.0,1.0
y[4],1.773,3.463,-5.261,7.854,0.005,0.005,612432.0,294693.0,1.0
y[5],1.626,3.551,-5.457,7.875,0.005,0.005,600764.0,303042.0,1.0
y[6],1.383,3.689,-5.916,7.749,0.005,0.005,594816.0,318110.0,1.0
y[7],0.944,3.862,-6.45,7.552,0.005,0.006,555516.0,332432.0,1.0
y[8],0.005,4.036,-7.155,7.096,0.006,0.006,489820.0,342959.0,1.0
x[0],0.1,0.211,0.0,0.591,0.0,0.0,646665.0,284897.0,1.0
x[1],0.099,0.211,0.0,0.59,0.0,0.0,634349.0,287741.0,1.0
x[2],0.1,0.212,0.0,0.593,0.0,0.0,613280.0,292191.0,1.0
x[3],0.1,0.212,0.0,0.593,0.0,0.0,596344.0,297461.0,1.0
x[4],0.1,0.213,0.0,0.595,0.0,0.0,567176.0,299915.0,1.0
x[5],0.1,0.212,0.0,0.593,0.0,0.0,533627.0,304143.0,1.0
x[6],0.1,0.212,0.0,0.593,0.0,0.0,500674.0,311930.0,1.0
x[7],0.1,0.212,0.0,0.591,0.0,0.0,424112.0,319770.0,1.0
x[8],0.101,0.213,0.0,0.598,0.0,0.0,328963.0,312504.0,1.0
x[9],0.101,0.213,0.0,0.597,0.0,0.0,332757.0,310589.0,1.0
log_det_jacobian,-89.98,27.843,-141.802,-41.957,0.056,0.04,251136.0,303814.0,1.0
