,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
y[0],2.369,3.002,-3.484,7.933,0.003,0.004,802768.0,275128.0,1.0
y[1],2.364,3.015,-3.567,7.93,0.003,0.004,817542.0,272921.0,1.0
y[2],2.365,3.012,-3.501,7.963,0.003,0.004,810108.0,271352.0,1.0
y[3],2.366,3.009,-3.558,7.892,0.003,0.004,794517.0,276665.0,1.0
y[4],2.366,3.0,-3.511,7.92,0.003,0.004,798305.0,274284.0,1.0
y[5],2.368,3.02,-3.453,8.057,0.003,0.004,792182.0,269577.0,1.0
y[6],2.371,3.001,-3.496,7.927,0.003,0.004,812164.0,279367.0,1.0
y[7],2.364,3.003,-3.511,7.919,0.003,0.004,803145.0,270850.0,1.0
y[8],2.366,3.023,-3.476,8.037,0.003,0.004,801218.0,270180.0,1.0
y[9],2.362,3.011,-3.53,7.936,0.003,0.004,816935.0,275624.0,1.0
y[10],2.365,3.017,-3.56,7.931,0.003,0.004,810925.0,274785.0,1.0
y[11],2.363,3.002,-3.5,7.922,0.003,0.004,795238.0,274842.0,1.0
y[12],2.364,3.015,-3.545,7.944,0.003,0.004,806857.0,272080.0,1.0
y[13],2.362,3.017,-3.576,7.886,0.003,0.004,804552.0,272683.0,1.0
y[14],2.36,3.017,-3.571,7.91,0.003,0.004,813922.0,268420.0,1.0
y[15],2.361,3.012,-3.451,7.993,0.003,0.004,812153.0,273132.0,1.0
y[16],2.364,3.013,-3.478,7.971,0.003,0.004,808947.0,275468.0,1.0
y[17],2.364,3.014,-3.531,7.94,0.003,0.004,812846.0,269186.0,1.0
y[18],2.358,3.014,-3.549,7.92,0.003,0.004,801951.0,271339.0,1.0
y[19],2.367,3.007,-3.487,7.983,0.003,0.004,810442.0,272487.0,1.0
y[20],2.36,3.007,-3.601,7.844,0.003,0.004,809717.0,274549.0,1.0
y[21],2.364,3.017,-3.54,7.953,0.003,0.004,813602.0,273707.0,1.0
y[22],2.362,3.01,-3.389,8.069,0.003,0.004,794846.0,271493.0,1.0
y[23],2.357,3.019,-3.573,7.91,0.003,0.004,805833.0,276214.0,1.0
y[24],2.36,3.015,-3.511,7.965,0.003,0.004,803230.0,272708.0,1.0
y[25],2.364,3.026,-3.542,7.99,0.003,0.004,817124.0,270080.0,1.0
y[26],2.355,3.017,-3.488,7.963,0.003,0.004,795343.0,271740.0,1.0
y[27],2.357,3.002,-3.547,7.87,0.003,0.004,807306.0,274979.0,1.0
y[28],2.359,3.011,-3.537,7.929,0.003,0.004,811688.0,271031.0,1.0
y[29],2.36,3.016,-3.542,7.949,0.003,0.004,802818.0,270100.0,1.0
y[30],2.358,3.02,-3.503,8.001,0.003,0.004,799135.0,272503.0,1.0
y[31],2.359,3.029,-3.492,8.026,0.003,0.004,812813.0,276227.0,1.0
y[32],2.367,3.012,-3.519,7.952,0.003,0.004,801681.0,273040.0,1.0
y[33],2.353,3.021,-3.544,7.947,0.003,0.004,821105.0,276734.0,1.0
y[34],2.35,3.014,-3.521,7.947,0.003,0.004,805058.0,273269.0,1.0
y[35],2.356,3.015,-3.562,7.917,0.003,0.004,801976.0,270161.0,1.0
y[36],2.356,3.012,-3.478,7.992,0.003,0.004,809013.0,266636.0,1.0
y[37],2.357,3.024,-3.526,7.985,0.003,0.004,810073.0,274229.0,1.0
y[38],2.353,3.021,-3.535,7.944,0.003,0.004,800625.0,275573.0,1.0
y[39],2.348,3.022,-3.482,8.01,0.003,0.004,788365.0,273857.0,1.0
y[40],2.354,3.009,-3.469,7.987,0.003,0.004,810725.0,274339.0,1.0
y[41],2.348,3.021,-3.454,8.044,0.003,0.004,804974.0,271087.0,1.0
y[42],2.344,3.03,-3.595,7.939,0.003,0.004,800439.0,278494.0,1.0
y[43],2.347,3.017,-3.518,7.958,0.003,0.004,790419.0,272044.0,1.0
y[44],2.349,3.013,-3.503,7.955,0.003,0.004,790545.0,273135.0,1.0
y[45],2.344,3.023,-3.607,7.933,0.003,0.004,797885.0,267175.0,1.0
y[46],2.344,3.024,-3.523,7.999,0.003,0.004,793262.0,271266.0,1.0
y[47],2.346,3.03,-3.534,7.995,0.003,0.004,805157.0,274069.0,1.0
y[48],2.343,3.025,-3.534,7.97,0.003,0.004,804267.0,272430.0,1.0
y[49],2.346,3.027,-3.599,7.912,0.003,0.004,792767.0,270472.0,1.0
y[50],2.342,3.021,-3.521,7.994,0.003,0.004,786747.0,270680.0,1.0
y[51],2.339,3.022,-3.585,7.917,0.003,0.004,797330.0,273419.0,1.0
y[52],2.339,3.032,-3.515,8.025,0.003,0.004,794703.0,271579.0,1.0
y[53],2.337,3.035,-3.53,8.023,0.003,0.004,801674.0,270019.0,1.0
y[54],2.334,3.043,-3.574,8.004,0.003,0.004,797266.0,271574.0,1.0
y[55],2.33,3.028,-3.591,7.933,0.003,0.004,802872.0,275437.0,1.0
y[56],2.337,3.034,-3.513,8.037,0.003,0.004,793505.0,274100.0,1.0
y[57],2.334,3.034,-3.664,7.879,0.003,0.004,791324.0,270518.0,1.0
y[58],2.334,3.037,-3.589,7.967,0.003,0.004,807522.0,274545.0,1.0
y[59],2.321,3.035,-3.589,7.966,0.003,0.004,795869.0,271768.0,1.0
y[60],2.326,3.039,-3.637,7.934,0.003,0.004,799756.0,270146.0,1.0
y[61],2.324,3.036,-3.668,7.909,0.003,0.004,799634.0,275409.0,1.0
y[62],2.324,3.042,-3.616,7.949,0.003,0.004,804943.0,273225.0,1.0
y[63],2.318,3.059,-3.693,7.935,0.004,0.004,790712.0,270789.0,1.0
y[64],2.317,3.047,-3.611,7.981,0.004,0.004,794988.0,268082.0,1.0
y[65],2.318,3.052,-3.634,7.972,0.004,0.004,789946.0,270483.0,1.0
y[66],2.32,3.043,-3.58,8.006,0.003,0.004,795029.0,275565.0,1.0
y[67],2.311,3.049,-3.718,7.887,0.004,0.004,799832.0,270725.0,1.0
y[68],2.313,3.063,-3.64,8.038,0.004,0.004,787470.0,270287.0,1.0
y[69],2.306,3.059,-3.673,7.979,0.004,0.004,788965.0,271951.0,1.0
y[70],2.306,3.052,-3.742,7.869,0.004,0.004,796920.0,274252.0,1.0
y[71],2.294,3.066,-3.752,7.921,0.004,0.004,805458.0,271770.0,1.0
y[72],2.299,3.071,-3.714,7.994,0.004,0.004,796036.0,274231.0,1.0
y[73],2.291,3.077,-3.765,7.971,0.004,0.004,793936.0,270165.0,1.0
y[74],2.285,3.088,-3.731,8.04,0.004,0.004,787886.0,272011.0,1.0
y[75],2.278,3.083,-3.713,8.017,0.004,0.004,794504.0,270318.0,1.0
y[76],2.275,3.092,-3.726,8.038,0.004,0.004,781683.0,273534.0,1.0
y[77],2.271,3.107,-3.855,7.973,0.004,0.004,789731.0,271350.0,1.0
y[78],2.258,3.103,-3.88,7.93,0.004,0.004,778691.0,269756.0,1.0
y[79],2.258,3.107,-3.793,8.049,0.004,0.004,781581.0,269734.0,1.0
y[80],2.249,3.111,-3.814,8.041,0.004,0.004,777019.0,273291.0,1.0
y[81],2.235,3.125,-3.885,8.009,0.004,0.004,763816.0,269942.0,1.0
y[82],2.228,3.127,-3.869,8.036,0.004,0.004,774776.0,268936.0,1.0
y[83],2.219,3.144,-3.971,7.989,0.004,0.005,764901.0,266959.0,1.0
y[84],2.2,3.145,-3.975,7.994,0.004,0.005,766776.0,267457.0,1.0
y[85],2.191,3.163,-4.133,7.929,0.004,0.005,770651.0,268436.0,1.0
y[86],2.172,3.175,-4.113,7.959,0.004,0.005,764769.0,270674.0,1.0
y[87],2.148,3.188,-4.194,7.968,0.004,0.005,760065.0,273220.0,1.0
y[88],2.129,3.217,-4.247,7.998,0.004,0.005,760334.0,274544.0,1.0
y[89],2.095,3.237,-4.297,8.011,0.004,0.005,766593.0,275174.0,1.0
y[90],2.055,3.263,-4.41,7.997,0.004,0.005,744321.0,271970.0,1.0
y[91],2.023,3.294,-4.484,8.049,0.004,0.005,746054.0,273451.0,1.0
y[92],1.961,3.354,-4.826,7.934,0.004,0.005,736892.0,276531.0,1.0
y[93],1.886,3.399,-4.934,7.956,0.004,0.005,738211.0,285436.0,1.0
y[94],1.776,3.462,-5.152,7.954,0.004,0.005,706394.0,281972.0,1.0
y[95],1.625,3.565,-5.485,7.908,0.005,0.006,702099.0,293647.0,1.0
y[96],1.384,3.687,-5.973,7.713,0.005,0.006,695940.0,300604.0,1.0
y[97],0.946,3.855,-6.429,7.532,0.005,0.006,667877.0,313424.0,1.0
y[98],0.001,4.03,-7.202,7.055,0.006,0.006,567626.0,321308.0,1.0
x[0],0.01,0.03,0.0,0.05,0.0,0.0,802768.0,275128.0,1.0
x[1],0.01,0.03,0.0,0.051,0.0,0.0,817707.0,272245.0,1.0
x[2],0.01,0.03,0.0,0.051,0.0,0.0,809616.0,270862.0,1.0
x[3],0.01,0.03,0.0,0.051,0.0,0.0,794117.0,275690.0,1.0
x[4],0.01,0.03,0.0,0.05,0.0,0.0,797611.0,274259.0,1.0
x[5],0.01,0.03,0.0,0.051,0.0,0.0,791888.0,268724.0,1.0
x[6],0.01,0.03,0.0,0.05,0.0,0.0,812052.0,279935.0,1.0
x[7],0.01,0.03,0.0,0.05,0.0,0.0,802126.0,271435.0,1.0
x[8],0.01,0.03,0.0,0.051,0.0,0.0,800570.0,270646.0,1.0
x[9],0.01,0.03,0.0,0.051,0.0,0.0,816559.0,277333.0,1.0
x[10],0.01,0.03,0.0,0.051,0.0,0.0,809383.0,274131.0,1.0
x[11],0.01,0.03,0.0,0.05,0.0,0.0,794207.0,275431.0,1.0
x[12],0.01,0.03,0.0,0.051,0.0,0.0,805356.0,274018.0,1.0
x[13],0.01,0.03,0.0,0.05,0.0,0.0,802662.0,272737.0,1.0
x[14],0.01,0.03,0.0,0.051,0.0,0.0,811905.0,268439.0,1.0
x[15],0.01,0.03,0.0,0.051,0.0,0.0,809239.0,273055.0,1.0
x[16],0.01,0.03,0.0,0.05,0.0,0.0,806464.0,274994.0,1.0
x[17],0.01,0.03,0.0,0.051,0.0,0.0,811458.0,269459.0,1.0
x[18],0.01,0.03,0.0,0.05,0.0,0.0,799780.0,272580.0,1.0
x[19],0.01,0.03,0.0,0.051,0.0,0.0,807627.0,273624.0,1.0
x[20],0.01,0.03,0.0,0.05,0.0,0.0,806346.0,272862.0,1.0
x[21],0.01,0.03,0.0,0.05,0.0,0.0,808483.0,271865.0,1.0
x[22],0.01,0.03,0.0,0.05,0.0,0.0,791021.0,271024.0,1.0
x[23],0.01,0.03,0.0,0.051,0.0,0.0,802164.0,275612.0,1.0
x[24],0.01,0.03,0.0,0.051,0.0,0.0,797122.0,271551.0,1.0
x[25],0.01,0.03,0.0,0.051,0.0,0.0,811397.0,268950.0,1.0
x[26],0.01,0.03,0.0,0.051,0.0,0.0,790750.0,273318.0,1.0
x[27],0.01,0.03,0.0,0.05,0.0,0.0,802724.0,274508.0,1.0
x[28],0.01,0.03,0.0,0.05,0.0,0.0,806666.0,272601.0,1.0
x[29],0.01,0.03,0.0,0.05,0.0,0.0,797841.0,271736.0,1.0
x[30],0.01,0.03,0.0,0.051,0.0,0.0,793989.0,274086.0,1.0
x[31],0.01,0.03,0.0,0.051,0.0,0.0,805863.0,275498.0,1.0
x[32],0.01,0.03,0.0,0.05,0.0,0.0,795690.0,272059.0,1.0
x[33],0.01,0.03,0.0,0.05,0.0,0.0,816059.0,276737.0,1.0
x[34],0.01,0.03,0.0,0.05,0.0,0.0,800430.0,272963.0,1.0
x[35],0.01,0.03,0.0,0.05,0.0,0.0,795350.0,272072.0,1.0
x[36],0.01,0.03,0.0,0.05,0.0,0.0,802475.0,269070.0,1.0
x[37],0.01,0.03,0.0,0.05,0.0,0.0,802367.0,275839.0,1.0
x[38],0.01,0.03,0.0,0.05,0.0,0.0,794183.0,277136.0,1.0
x[39],0.01,0.03,0.0,0.05,0.0,0.0,779127.0,273418.0,1.0
x[40],0.01,0.03,0.0,0.05,0.0,0.0,803795.0,274542.0,1.0
x[41],0.01,0.03,0.0,0.05,0.0,0.0,795722.0,273353.0,1.0
x[42],0.01,0.03,0.0,0.051,0.0,0.0,792632.0,277617.0,1.0
x[43],0.01,0.03,0.0,0.05,0.0,0.0,782960.0,273379.0,1.0
x[44],0.01,0.03,0.0,0.049,0.0,0.0,780496.0,271467.0,1.0
x[45],0.01,0.03,0.0,0.051,0.0,0.0,787460.0,267677.0,1.0
x[46],0.01,0.03,0.0,0.05,0.0,0.0,782598.0,272227.0,1.0
x[47],0.01,0.03,0.0,0.05,0.0,0.0,792877.0,274222.0,1.0
x[48],0.01,0.03,0.0,0.05,0.0,0.0,794000.0,270549.0,1.0
x[49],0.01,0.03,0.0,0.05,0.0,0.0,783534.0,270503.0,1.0
x[50],0.01,0.03,0.0,0.05,0.0,0.0,773733.0,274817.0,1.0
x[51],0.01,0.03,0.0,0.05,0.0,0.0,783749.0,274269.0,1.0
x[52],0.01,0.03,0.0,0.05,0.0,0.0,782311.0,272856.0,1.0
x[53],0.01,0.03,0.0,0.05,0.0,0.0,791241.0,268134.0,1.0
x[54],0.01,0.03,0.0,0.051,0.0,0.0,783493.0,272946.0,1.0
x[55],0.01,0.03,0.0,0.05,0.0,0.0,787127.0,275897.0,1.0
x[56],0.01,0.03,0.0,0.05,0.0,0.0,779369.0,276228.0,1.0
x[57],0.01,0.03,0.0,0.05,0.0,0.0,775377.0,272129.0,1.0
x[58],0.01,0.03,0.0,0.051,0.0,0.0,789227.0,275446.0,1.0
x[59],0.01,0.03,0.0,0.051,0.0,0.0,778860.0,271196.0,1.0
x[60],0.01,0.03,0.0,0.05,0.0,0.0,779487.0,272485.0,1.0
x[61],0.01,0.03,0.0,0.05,0.0,0.0,780137.0,276302.0,1.0
x[62],0.01,0.03,0.0,0.05,0.0,0.0,784986.0,274891.0,1.0
x[63],0.01,0.03,0.0,0.05,0.0,0.0,773116.0,273755.0,1.0
x[64],0.01,0.03,0.0,0.05,0.0,0.0,773763.0,273571.0,1.0
x[65],0.01,0.03,0.0,0.05,0.0,0.0,770303.0,275563.0,1.0
x[66],0.01,0.03,0.0,0.05,0.0,0.0,774291.0,278119.0,1.0
x[67],0.01,0.03,0.0,0.05,0.0,0.0,777991.0,273203.0,1.0
x[68],0.01,0.03,0.0,0.05,0.0,0.0,764013.0,272222.0,1.0
x[69],0.01,0.03,0.0,0.05,0.0,0.0,766349.0,272923.0,1.0
x[70],0.01,0.029,0.0,0.05,0.0,0.0,770512.0,277783.0,1.0
x[71],0.01,0.03,0.0,0.05,0.0,0.0,775901.0,275337.0,1.0
x[72],0.01,0.03,0.0,0.05,0.0,0.0,761922.0,273855.0,1.0
x[73],0.01,0.03,0.0,0.05,0.0,0.0,763054.0,275807.0,1.0
x[74],0.01,0.03,0.0,0.051,0.0,0.0,755955.0,274376.0,1.0
x[75],0.01,0.03,0.0,0.05,0.0,0.0,760952.0,274270.0,1.0
x[76],0.01,0.03,0.0,0.05,0.0,0.0,749214.0,276461.0,1.0
x[77],0.01,0.03,0.0,0.051,0.0,0.0,750110.0,275866.0,1.0
x[78],0.01,0.03,0.0,0.05,0.0,0.0,742537.0,278540.0,1.0
x[79],0.01,0.03,0.0,0.051,0.0,0.0,745808.0,278048.0,1.0
x[80],0.01,0.03,0.0,0.05,0.0,0.0,737619.0,276155.0,1.0
x[81],0.01,0.03,0.0,0.051,0.0,0.0,723641.0,279356.0,1.0
x[82],0.01,0.03,0.0,0.05,0.0,0.0,731552.0,279684.0,1.0
x[83],0.01,0.03,0.0,0.05,0.0,0.0,717338.0,278273.0,1.0
x[84],0.01,0.03,0.0,0.05,0.0,0.0,712659.0,281678.0,1.0
x[85],0.01,0.03,0.0,0.05,0.0,0.0,719246.0,279024.0,1.0
x[86],0.01,0.03,0.0,0.05,0.0,0.0,707088.0,278245.0,1.0
x[87],0.01,0.03,0.0,0.05,0.0,0.0,694429.0,285661.0,1.0
x[88],0.01,0.03,0.0,0.05,0.0,0.0,688802.0,283899.0,1.0
x[89],0.01,0.03,0.0,0.05,0.0,0.0,690991.0,290287.0,1.0
x[90],0.01,0.03,0.0,0.05,0.0,0.0,663566.0,284014.0,1.0
x[91],0.01,0.03,0.0,0.05,0.0,0.0,655736.0,287695.0,1.0
x[92],0.01,0.03,0.0,0.051,0.0,0.0,639160.0,293418.0,1.0
x[93],0.01,0.03,0.0,0.051,0.0,0.0,620385.0,294154.0,1.0
x[94],0.01,0.03,0.0,0.05,0.0,0.0,583894.0,295875.0,1.0
x[95],0.01,0.03,0.0,0.051,0.0,0.0,550070.0,302606.0,1.0
x[96],0.01,0.03,0.0,0.05,0.0,0.0,518077.0,309330.0,1.0
x[97],0.01,0.03,0.0,0.05,0.0,0.0,439833.0,318646.0,1.0
x[98],0.01,0.03,0.0,0.05,0.0,0.0,342259.0,322265.0,1.0
x[99],0.01,0.03,0.0,0.051,0.0,0.0,337833.0,319577.0,1.0
log_det_jacobian,-1179.573,90.513,-1349.09,-1010.91,0.178,0.126,259098.0,321903.0,1.0
