,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
y[0],1.381,0.199,1.016,1.76,0.0,0.0,774320.0,296226.0,1.0
y[1],1.312,0.202,0.939,1.695,0.0,0.0,763213.0,297213.0,1.0
y[2],1.232,0.205,0.853,1.62,0.0,0.0,760648.0,298848.0,1.0
y[3],1.139,0.208,0.751,1.532,0.0,0.0,779103.0,302859.0,1.0
y[4],1.028,0.213,0.631,1.43,0.0,0.0,770779.0,299561.0,1.0
y[5],0.892,0.22,0.485,1.312,0.0,0.0,765676.0,300718.0,1.0
y[6],0.712,0.229,0.283,1.145,0.0,0.0,773686.0,305006.0,1.0
y[7],0.454,0.248,-0.01,0.922,0.0,0.0,781626.0,306755.0,1.0
y[8],0.0,0.29,-0.545,0.547,0.0,0.001,780895.0,308109.0,1.0
x[0],0.1,0.03,0.047,0.156,0.0,0.0,774320.0,296241.0,1.0
x[1],0.1,0.03,0.046,0.156,0.0,0.0,761483.0,296814.0,1.0
x[2],0.1,0.03,0.048,0.157,0.0,0.0,767881.0,299361.0,1.0
x[3],0.1,0.03,0.047,0.156,0.0,0.0,777637.0,301318.0,1.0
x[4],0.1,0.03,0.047,0.156,0.0,0.0,768900.0,302275.0,1.0
x[5],0.1,0.03,0.047,0.156,0.0,0.0,760145.0,303125.0,1.0
x[6],0.1,0.03,0.046,0.156,0.0,0.0,759528.0,307376.0,1.0
x[7],0.1,0.03,0.047,0.157,0.0,0.0,760511.0,311860.0,1.0
x[8],0.1,0.03,0.047,0.156,0.0,0.0,765385.0,314330.0,1.0
x[9],0.1,0.03,0.047,0.157,0.0,0.0,754222.0,316196.0,1.0
log_det_jacobian,-18.978,0.209,-19.366,-18.636,0.0,0.0,183511.0,260855.0,1.0
