,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
y[0],5.171,5.149,-1.883,15.046,0.015,0.012,190601.0,121292.0,1.0
y[1],5.055,5.157,-2.14,14.954,0.015,0.012,190904.0,120902.0,1.0
y[2],4.882,5.147,-2.41,14.822,0.015,0.012,200557.0,122873.0,1.0
y[3],4.734,5.223,-2.766,14.899,0.015,0.012,203952.0,123130.0,1.0
y[4],4.516,5.291,-3.203,14.938,0.015,0.012,206385.0,123079.0,1.0
y[5],4.19,5.344,-4.028,14.743,0.014,0.012,224921.0,128509.0,1.0
y[6],3.658,5.493,-5.238,14.64,0.013,0.012,251266.0,140390.0,1.0
y[7],2.714,5.907,-7.537,14.692,0.013,0.013,273172.0,149464.0,1.0
y[8],-0.004,7.393,-14.542,14.569,0.014,0.015,321158.0,202543.0,1.0
x[0],0.1,0.212,0.0,0.593,0.0,0.0,190658.0,121292.0,1.0
x[1],0.1,0.213,0.0,0.595,0.0,0.0,188961.0,120989.0,1.0
x[2],0.101,0.213,0.0,0.596,0.0,0.0,196855.0,123331.0,1.0
x[3],0.1,0.212,0.0,0.596,0.0,0.0,196690.0,123288.0,1.0
x[4],0.1,0.212,0.0,0.593,0.0,0.0,195723.0,123742.0,1.0
x[5],0.1,0.212,0.0,0.592,0.0,0.0,206445.0,129904.0,1.0
x[6],0.1,0.212,0.0,0.594,0.0,0.0,223387.0,142944.0,1.0
x[7],0.1,0.212,0.0,0.595,0.0,0.0,236972.0,155129.0,1.0
x[8],0.1,0.212,0.0,0.594,0.0,0.0,306918.0,224271.0,1.0
x[9],0.1,0.212,0.0,0.592,0.0,0.0,302889.0,218999.0,1.0
log_det_jacobian,-92.791,28.712,-146.916,-43.19,0.09,0.064,103485.0,172099.0,1.0
