,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
y[0],6.749,5.013,0.743,16.122,0.017,0.013,144323.0,103203.0,1.0
y[1],6.714,4.992,0.724,16.036,0.016,0.013,145026.0,106448.0,1.0
y[2],6.752,5.032,0.652,16.107,0.016,0.013,147349.0,106118.0,1.0
y[3],6.749,5.026,0.683,16.113,0.016,0.013,146407.0,105472.0,1.0
y[4],6.713,4.994,0.681,16.047,0.016,0.013,147556.0,106563.0,1.0
y[5],6.743,5.058,0.63,16.143,0.022,0.019,136119.0,44661.0,1.0
y[6],6.685,4.996,0.642,15.994,0.017,0.013,142513.0,103030.0,1.0
y[7],6.691,5.005,0.66,16.022,0.017,0.013,146617.0,104123.0,1.0
y[8],6.72,5.054,0.627,16.124,0.017,0.013,146153.0,102307.0,1.0
y[9],6.708,5.037,0.678,16.142,0.016,0.013,149497.0,105742.0,1.0
y[10],6.702,5.065,0.614,16.103,0.017,0.013,145493.0,103312.0,1.0
y[11],6.668,4.978,0.633,16.006,0.016,0.012,150755.0,110871.0,1.0
y[12],6.694,5.014,0.623,16.083,0.017,0.013,138300.0,95198.0,1.0
y[13],6.681,5.025,0.644,16.134,0.017,0.013,145065.0,98707.0,1.0
y[14],6.658,5.019,0.623,16.043,0.017,0.013,145595.0,102396.0,1.0
y[15],6.649,5.0,0.576,15.968,0.017,0.013,144936.0,103080.0,1.0
y[16],6.631,4.977,0.597,15.93,0.016,0.013,149245.0,108169.0,1.0
y[17],6.623,4.991,0.585,15.975,0.016,0.013,149029.0,106643.0,1.0
y[18],6.651,5.034,0.524,16.072,0.017,0.013,147267.0,100696.0,1.0
y[19],6.618,5.01,0.588,15.997,0.016,0.013,150208.0,107793.0,1.0
y[20],6.591,4.961,0.578,15.889,0.016,0.012,151586.0,110065.0,1.0
y[21],6.593,4.982,0.494,15.831,0.017,0.013,145266.0,104453.0,1.0
y[22],6.604,5.018,0.551,16.029,0.021,0.018,121701.0,39460.0,1.0
y[23],6.595,5.017,0.551,15.986,0.016,0.013,148531.0,104558.0,1.0
y[24],6.594,5.006,0.555,16.009,0.016,0.013,149438.0,106068.0,1.0
y[25],6.571,5.004,0.524,15.959,0.016,0.013,150910.0,104541.0,1.0
y[26],6.58,5.018,0.478,15.913,0.016,0.013,148402.0,105667.0,1.0
y[27],6.583,5.04,0.472,15.951,0.017,0.014,139723.0,96810.0,1.0
y[28],6.572,5.019,0.522,15.972,0.017,0.013,147775.0,105073.0,1.0
y[29],6.571,5.033,0.48,15.981,0.019,0.016,134991.0,56925.0,1.0
y[30],6.537,5.0,0.492,15.872,0.016,0.013,149868.0,104276.0,1.0
y[31],6.52,4.989,0.46,15.887,0.016,0.012,151773.0,111079.0,1.0
y[32],6.517,5.012,0.432,15.881,0.016,0.013,151476.0,109793.0,1.0
y[33],6.474,4.964,0.441,15.773,0.016,0.013,150837.0,104257.0,1.0
y[34],6.456,4.956,0.402,15.696,0.016,0.012,153801.0,111464.0,1.0
y[35],6.474,4.99,0.445,15.85,0.016,0.013,151953.0,106730.0,1.0
y[36],6.49,4.992,0.397,15.765,0.016,0.013,148290.0,103974.0,1.0
y[37],6.475,5.013,0.391,15.845,0.016,0.013,148674.0,107715.0,1.0
y[38],6.436,4.959,0.372,15.769,0.016,0.012,152559.0,110121.0,1.0
y[39],6.457,5.021,0.363,15.841,0.016,0.013,151127.0,107284.0,1.0
y[40],6.435,4.979,0.391,15.808,0.016,0.012,153205.0,111923.0,1.0
y[41],6.436,5.009,0.376,15.903,0.017,0.013,147182.0,101611.0,1.0
y[42],6.424,4.976,0.314,15.718,0.016,0.013,153814.0,111084.0,1.0
y[43],6.432,5.019,0.312,15.862,0.017,0.013,140589.0,95068.0,1.0
y[44],6.427,5.018,0.305,15.811,0.016,0.013,151638.0,109698.0,1.0
y[45],6.394,4.991,0.263,15.703,0.016,0.013,149560.0,105142.0,1.0
y[46],6.372,4.989,0.313,15.745,0.016,0.013,154897.0,109775.0,1.0
