,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
y[0],2.713,0.172,2.398,3.042,0.0,0.0,581284.0,275145.0,1.0
y[1],2.707,0.173,2.386,3.033,0.0,0.0,579806.0,271874.0,1.0
y[2],2.702,0.172,2.384,3.029,0.0,0.0,587887.0,277531.0,1.0
y[3],2.696,0.172,2.384,3.027,0.0,0.0,581284.0,277432.0,1.0
y[4],2.691,0.173,2.371,3.017,0.0,0.0,590612.0,281582.0,1.0
y[5],2.685,0.172,2.368,3.013,0.0,0.0,594409.0,275642.0,1.0
y[6],2.679,0.173,2.362,3.009,0.0,0.0,589403.0,277374.0,1.0
y[7],2.674,0.173,2.354,3.001,0.0,0.0,579573.0,276471.0,1.0
y[8],2.668,0.173,2.352,3.001,0.0,0.0,580494.0,275336.0,1.0
y[9],2.662,0.173,2.345,2.992,0.0,0.0,582283.0,272590.0,1.0
y[10],2.657,0.173,2.338,2.988,0.0,0.0,586015.0,270776.0,1.0
y[11],2.65,0.173,2.329,2.975,0.0,0.0,583906.0,278292.0,1.0
y[12],2.644,0.173,2.325,2.973,0.0,0.0,590215.0,275273.0,1.0
y[13],2.638,0.173,2.314,2.964,0.0,0.0,578148.0,274941.0,1.0
y[14],2.632,0.173,2.309,2.957,0.0,0.0,590054.0,274785.0,1.0
y[15],2.625,0.174,2.303,2.953,0.0,0.0,585849.0,278229.0,1.0
y[16],2.619,0.174,2.3,2.95,0.0,0.0,582690.0,275728.0,1.0
y[17],2.613,0.174,2.294,2.943,0.0,0.0,582981.0,276434.0,1.0
y[18],2.606,0.174,2.284,2.934,0.0,0.0,583430.0,280932.0,1.0
y[19],2.599,0.173,2.282,2.931,0.0,0.0,573249.0,270543.0,1.0
y[20],2.592,0.174,2.273,2.923,0.0,0.0,588603.0,279722.0,1.0
y[21],2.586,0.174,2.269,2.92,0.0,0.0,586596.0,276089.0,1.0
y[22],2.579,0.174,2.257,2.906,0.0,0.0,582728.0,275102.0,1.0
y[23],2.572,0.174,2.25,2.902,0.0,0.0,579007.0,274922.0,1.0
y[24],2.564,0.174,2.244,2.894,0.0,0.0,578462.0,276014.0,1.0
y[25],2.557,0.174,2.239,2.891,0.0,0.0,585154.0,277133.0,1.0
