,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
y[0],0.039,10.059,-19.778,20.118,0.027,0.021,163375.0,159126.0,1.0
y[1],-0.012,10.095,-20.341,18.785,0.027,0.021,160331.0,155781.0,1.0
y[2],0.005,10.065,-20.037,17.783,0.027,0.021,164323.0,152363.0,1.0
y[3],-0.007,10.033,-19.894,17.02,0.026,0.021,168626.0,149824.0,1.0
y[4],0.036,10.078,-19.956,16.316,0.027,0.021,173378.0,152146.0,1.0
y[5],0.064,9.982,-19.668,15.947,0.027,0.022,173512.0,152764.0,1.0
y[6],-0.02,10.077,-19.861,15.464,0.027,0.021,181224.0,148453.0,1.0
y[7],-0.006,10.102,-19.631,15.427,0.027,0.023,179681.0,141857.0,1.0
y[8],0.008,10.024,-19.566,14.982,0.027,0.022,185508.0,145981.0,1.0
z[0],0.1,0.09,0.0,0.269,0.0,0.0,300764.0,168978.0,1.0
z[1],0.1,0.09,0.0,0.268,0.0,0.0,306493.0,171812.0,1.0
z[2],0.1,0.09,0.0,0.268,0.0,0.0,308701.0,174090.0,1.0
z[3],0.1,0.091,0.0,0.269,0.0,0.0,317457.0,177361.0,1.0
z[4],0.1,0.09,0.0,0.269,0.0,0.0,313679.0,181886.0,1.0
z[5],0.1,0.09,0.0,0.268,0.0,0.0,326373.0,187541.0,1.0
z[6],0.1,0.091,0.0,0.269,0.0,0.0,330450.0,195396.0,1.0
z[7],0.1,0.09,0.0,0.269,0.0,0.0,347376.0,217084.0,1.0
z[8],0.1,0.091,0.0,0.269,0.0,0.0,380315.0,258469.0,1.0
z[9],0.1,0.09,0.0,0.268,0.0,0.0,377328.0,255106.0,1.0
s[0],-0.044,14.252,-28.445,28.112,0.038,0.03,161051.0,160174.0,1.0
s[1],0.01,14.167,-28.268,27.761,0.038,0.029,162568.0,160388.0,1.0
s[2],-0.031,14.209,-28.028,28.446,0.038,0.03,160954.0,159909.0,1.0
s[3],-0.016,14.21,-28.141,28.417,0.038,0.029,161021.0,161398.0,1.0
s[4],-0.029,14.161,-28.315,28.098,0.037,0.029,162809.0,162416.0,1.0
s[5],0.018,14.206,-27.978,28.35,0.038,0.029,162249.0,159629.0,1.0
s[6],0.054,14.136,-28.333,27.801,0.038,0.029,159690.0,162491.0,1.0
s[7],-0.027,14.227,-28.406,28.17,0.037,0.03,163765.0,159913.0,1.0
s[8],-0.015,14.229,-28.277,28.234,0.038,0.03,160159.0,155816.0,1.0
s[9],0.0,0.0,0.0,0.0,0.0,0.0,400000.0,400000.0,
logr,9.837,9.943,0.0,27.884,0.027,0.021,223071.0,148543.0,1.0
x[0],0.1,0.212,0.0,0.596,0.0,0.0,222320.0,148905.0,1.0
x[1],0.1,0.212,0.0,0.591,0.0,0.0,229861.0,151006.0,1.0
x[2],0.1,0.212,0.0,0.593,0.0,0.0,226064.0,149435.0,1.0
x[3],0.1,0.212,0.0,0.594,0.0,0.0,225070.0,149263.0,1.0
x[4],0.1,0.212,0.0,0.593,0.0,0.0,222872.0,145922.0,1.0
x[5],0.1,0.212,0.0,0.592,0.0,0.0,226647.0,152852.0,1.0
x[6],0.1,0.212,0.0,0.594,0.0,0.0,225280.0,153365.0,1.0
x[7],0.1,0.212,0.0,0.596,0.0,0.0,225247.0,149559.0,1.0
x[8],0.1,0.212,0.0,0.593,0.0,0.0,220778.0,144021.0,1.0
x[9],0.1,0.212,0.0,0.595,0.0,0.0,223071.0,148543.0,1.0
