,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
y[0],1.486,0.599,0.407,2.646,0.001,0.001,729748.0,282011.0,1.0
y[1],1.424,0.611,0.312,2.591,0.001,0.001,733615.0,286331.0,1.0
y[2],1.353,0.627,0.203,2.543,0.001,0.001,730363.0,282073.0,1.0
y[3],1.267,0.645,0.084,2.494,0.001,0.001,740945.0,286019.0,1.0
y[4],1.162,0.668,-0.042,2.462,0.001,0.001,746981.0,287686.0,1.0
y[5],1.03,0.702,-0.278,2.353,0.001,0.001,760606.0,290795.0,1.0
y[6],0.847,0.747,-0.529,2.273,0.001,0.001,761478.0,295593.0,1.0
y[7],0.563,0.824,-0.987,2.113,0.001,0.001,776238.0,301856.0,1.0
y[8],-0.0,1.002,-1.904,1.864,0.001,0.002,796804.0,311260.0,1.0
x[0],0.1,0.091,0.0,0.268,0.0,0.0,729748.0,282000.0,1.0
x[1],0.1,0.09,0.0,0.269,0.0,0.0,729653.0,285471.0,1.0
x[2],0.1,0.091,0.0,0.269,0.0,0.0,717535.0,283126.0,1.0
x[3],0.1,0.09,0.0,0.268,0.0,0.0,725428.0,287277.0,1.0
x[4],0.1,0.09,0.0,0.268,0.0,0.0,713629.0,290677.0,1.0
x[5],0.1,0.091,0.0,0.269,0.0,0.0,705779.0,292771.0,1.0
x[6],0.1,0.09,0.0,0.268,0.0,0.0,682871.0,300064.0,1.0
x[7],0.1,0.09,0.0,0.268,0.0,0.0,644358.0,310712.0,1.0
x[8],0.1,0.09,0.0,0.269,0.0,0.0,592680.0,317875.0,1.0
x[9],0.1,0.09,0.0,0.268,0.0,0.0,585084.0,318496.0,1.0
log_det_jacobian,-22.36,2.164,-26.339,-18.776,0.005,0.004,173287.0,255928.0,1.0
