,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
y[0],2.343,0.12,2.121,2.571,0.0,0.0,563755.0,282920.0,1.0
y[1],2.339,0.12,2.116,2.565,0.0,0.0,557314.0,285429.0,1.0
y[2],2.335,0.12,2.113,2.562,0.0,0.0,555822.0,287683.0,1.0
y[3],2.331,0.12,2.11,2.561,0.0,0.0,553652.0,285116.0,1.0
y[4],2.328,0.121,2.102,2.556,0.0,0.0,568650.0,283712.0,1.0
y[5],2.323,0.121,2.098,2.551,0.0,0.0,565756.0,285872.0,1.0
y[6],2.32,0.121,2.097,2.551,0.0,0.0,580069.0,288608.0,1.0
y[7],2.315,0.121,2.092,2.545,0.0,0.0,555104.0,283863.0,1.0
y[8],2.311,0.121,2.088,2.542,0.0,0.0,569872.0,288064.0,1.0
y[9],2.307,0.121,2.082,2.536,0.0,0.0,560207.0,282656.0,1.0
y[10],2.303,0.121,2.077,2.531,0.0,0.0,565309.0,286149.0,1.0
y[11],2.299,0.122,2.07,2.526,0.0,0.0,572007.0,283847.0,1.0
y[12],2.294,0.122,2.07,2.527,0.0,0.0,570840.0,283985.0,1.0
y[13],2.29,0.122,2.065,2.523,0.0,0.0,563901.0,284400.0,1.0
y[14],2.286,0.122,2.059,2.518,0.0,0.0,560716.0,280274.0,1.0
y[15],2.282,0.123,2.052,2.511,0.0,0.0,561423.0,284615.0,1.0
y[16],2.277,0.123,2.049,2.509,0.0,0.0,569152.0,282962.0,1.0
y[17],2.272,0.123,2.042,2.503,0.0,0.0,565371.0,284283.0,1.0
y[18],2.268,0.123,2.041,2.502,0.0,0.0,555924.0,288241.0,1.0
y[19],2.263,0.123,2.036,2.498,0.0,0.0,571629.0,283752.0,1.0
y[20],2.258,0.124,2.029,2.492,0.0,0.0,558202.0,284581.0,1.0
y[21],2.253,0.123,2.025,2.488,0.0,0.0,567035.0,289080.0,1.0
y[22],2.248,0.124,2.018,2.482,0.0,0.0,569232.0,288272.0,1.0
y[23],2.244,0.124,2.014,2.478,0.0,0.0,563516.0,280596.0,1.0
y[24],2.238,0.124,2.007,2.471,0.0,0.0,561224.0,286377.0,1.0
y[25],2.233,0.124,2.003,2.469,0.0,0.0,565534.0,287462.0,1.0
y[26],2.228,0.125,1.999,2.467,0.0,0.0,570604.0,283232.0,1.0
y[27],2.223,0.124,1.991,2.458,0.0,0.0,561725.0,287513.0,1.0
y[28],2.217,0.125,1.985,2.452,0.0,0.0,564226.0,285759.0,1.0
y[29],2.212,0.125,1.98,2.45,0.0,0.0,564309.0,283785.0,1.0
y[30],2.206,0.125,1.976,2.444,0.0,0.0,568478.0,287791.0,1.0
y[31],2.201,0.126,1.964,2.435,0.0,0.0,560074.0,284990.0,1.0
y[32],2.195,0.126,1.96,2.432,0.0,0.0,568354.0,285910.0,1.0
y[33],2.189,0.126,1.957,2.429,0.0,0.0,564326.0,287452.0,1.0
y[34],2.183,0.127,1.948,2.424,0.0,0.0,563902.0,284194.0,1.0
