,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
y[63],-0.001,1.812,-3.492,3.464,0.002,0.004,831995.0,250545.0,1.0
y[64],0.001,1.81,-3.454,3.474,0.002,0.004,832003.0,250844.0,1.0
y[65],0.003,1.809,-3.419,3.514,0.002,0.004,809625.0,246078.0,1.0
y[66],0.001,1.806,-3.461,3.462,0.002,0.004,805979.0,251140.0,1.0
y[67],-0.001,1.814,-3.52,3.421,0.002,0.004,803135.0,243628.0,1.0
y[68],-0.001,1.82,-3.45,3.539,0.002,0.004,818604.0,249136.0,1.0
y[69],-0.002,1.802,-3.408,3.485,0.002,0.004,817595.0,249716.0,1.0
y[70],0.001,1.809,-3.473,3.443,0.002,0.004,809190.0,248520.0,1.0
y[71],0.004,1.807,-3.467,3.456,0.002,0.004,815697.0,251946.0,1.0
y[72],-0.001,1.81,-3.446,3.486,0.002,0.004,820833.0,251628.0,1.0
y[73],0.003,1.827,-3.469,3.525,0.002,0.004,816084.0,246860.0,1.0
y[74],-0.003,1.816,-3.502,3.46,0.002,0.004,820183.0,247273.0,1.0
y[75],0.001,1.813,-3.504,3.454,0.002,0.004,803451.0,247629.0,1.0
y[76],-0.001,1.812,-3.482,3.458,0.002,0.004,816920.0,249119.0,1.0
y[77],0.001,1.806,-3.482,3.421,0.002,0.004,805911.0,248160.0,1.0
y[78],-0.0,1.82,-3.508,3.468,0.002,0.004,817340.0,253647.0,1.0
y[79],-0.0,1.816,-3.497,3.452,0.002,0.004,807190.0,245394.0,1.0
y[80],0.0,1.818,-3.472,3.497,0.002,0.004,823425.0,248051.0,1.0
y[81],-0.003,1.813,-3.477,3.481,0.002,0.004,816584.0,246506.0,1.0
y[82],-0.001,1.822,-3.492,3.472,0.002,0.004,806055.0,251460.0,1.0
y[83],0.002,1.815,-3.472,3.495,0.002,0.004,811309.0,247108.0,1.0
y[84],-0.001,1.815,-3.474,3.467,0.002,0.004,822360.0,245317.0,1.0
y[85],-0.0,1.816,-3.492,3.472,0.002,0.004,804683.0,248352.0,1.0
y[86],0.003,1.81,-3.472,3.462,0.002,0.004,825951.0,249753.0,1.0
y[87],-0.003,1.817,-3.504,3.458,0.002,0.004,802920.0,248083.0,1.0
y[88],-0.002,1.818,-3.478,3.482,0.002,0.004,807449.0,248484.0,1.0
y[89],-0.003,1.809,-3.474,3.452,0.002,0.004,818034.0,250983.0,1.0
y[90],0.003,1.812,-3.464,3.475,0.002,0.004,808305.0,252061.0,1.0
y[91],-0.001,1.806,-3.413,3.486,0.002,0.004,817787.0,253148.0,1.0
y[92],-0.002,1.819,-3.452,3.516,0.002,0.004,808998.0,251566.0,1.0
y[93],0.005,1.816,-3.497,3.456,0.002,0.004,814587.0,247852.0,1.0
y[94],-0.001,1.817,-3.431,3.519,0.002,0.004,799969.0,246361.0,1.0
y[95],0.0,1.812,-3.411,3.53,0.002,0.004,803929.0,249113.0,1.0
y[96],-0.001,1.817,-3.48,3.488,0.002,0.004,817444.0,247947.0,1.0
y[97],-0.0,1.807,-3.436,3.476,0.002,0.004,811033.0,248554.0,1.0
y[98],0.0,1.812,-3.482,3.453,0.002,0.004,814149.0,245008.0,1.0
x[0],0.01,0.01,0.0,0.028,0.0,0.0,804206.0,244606.0,1.0
x[1],0.01,0.01,0.0,0.028,0.0,0.0,816566.0,248103.0,1.0
x[2],0.01,0.01,0.0,0.028,0.0,0.0,820334.0,253090.0,1.0
x[3],0.01,0.01,0.0,0.028,0.0,0.0,808724.0,249468.0,1.0
x[4],0.01,0.01,0.0,0.028,0.0,0.0,800349.0,245424.0,1.0
x[5],0.01,0.01,0.0,0.028,0.0,0.0,812366.0,247561.0,1.0
x[6],0.01,0.01,0.0,0.028,0.0,0.0,816400.0,244992.0,1.0
x[7],0.01,0.01,0.0,0.028,0.0,0.0,797041.0,247691.0,1.0
x[8],0.01,0.01,0.0,0.028,0.0,0.0,824793.0,247101.0,1.0
x[9],0.01,0.01,0.0,0.028,0.0,0.0,815554.0,241796.0,1.0
x[10],0.01,0.01,0.0,0.028,0.0,0.0,809575.0,246938.0,1.0
x[11],0.01,0.01,0.0,0.028,0.0,0.0,804671.0,243807.0,1.0
x[12],0.01,0.01,0.0,0.028,0.0,0.0,808265.0,249238.0,1.0
x[13],0.01,0.01,0.0,0.028,0.0,0.0,808775.0,244722.0,1.0
x[14],0.01,0.01,0.0,0.028,0.0,0.0,821738.0,251672.0,1.0
x[15],0.01,0.01,0.0,0.028,0.0,0.0,806254.0,247738.0,1.0
x[16],0.01,0.01,0.0,0.028,0.0,0.0,810002.0,250376.0,1.0
x[17],0.01,0.01,0.0,0.028,0.0,0.0,808146.0,246742.0,1.0
x[18],0.01,0.01,0.0,0.028,0.0,0.0,805336.0,244629.0,1.0
x[19],0.01,0.01,0.0,0.028,0.0,0.0,825033.0,249918.0,1.0
x[20],0.01,0.01,0.0,0.028,0.0,0.0,808663.0,248898.0,1.0
x[21],0.01,0.01,0.0,0.028,0.0,0.0,807757.0,247861.0,1.0
x[22],0.01,0.01,0.0,0.028,0.0,0.0,812263.0,247527.0,1.0
x[23],0.01,0.01,0.0,0.028,0.0,0.0,808691.0,245724.0,1.0
x[24],0.01,0.01,0.0,0.028,0.0,0.0,808748.0,245714.0,1.0
x[25],0.01,0.01,0.0,0.028,0.0,0.0,801406.0,245373.0,1.0
x[26],0.01,0.01,0.0,0.028,0.0,0.0,809102.0,245368.0,1.0
x[27],0.01,0.01,0.0,0.028,0.0,0.0,808441.0,246840.0,1.0
x[28],0.01,0.01,0.0,0.028,0.0,0.0,813835.0,253881.0,1.0
x[29],0.01,0.01,0.0,0.028,0.0,0.0,817059.0,241951.0,1.0
x[30],0.01,0.01,0.0,0.028,0.0,0.0,826160.0,246934.0,1.0
x[31],0.01,0.01,0.0,0.028,0.0,0.0,819096.0,253015.0,1.0
x[32],0.01,0.01,0.0,0.028,0.0,0.0,797792.0,249147.0,1.0
x[33],0.01,0.01,0.0,0.028,0.0,0.0,820025.0,248008.0,1.0
x[34],0.01,0.01,0.0,0.028,0.0,0.0,809346.0,248590.0,1.0
x[35],0.01,0.01,0.0,0.028,0.0,0.0,807052.0,249566.0,1.0
x[36],0.01,0.01,0.0,0.028,0.0,0.0,804690.0,247060.0,1.0
x[37],0.01,0.01,0.0,0.028,0.0,0.0,808567.0,252368.0,1.0
x[38],0.01,0.01,0.0,0.028,0.0,0.0,810875.0,248511.0,1.0
x[39],0.01,0.01,0.0,0.028,0.0,0.0,799240.0,247434.0,1.0
x[40],0.01,0.01,0.0,0.028,0.0,0.0,811683.0,245425.0,1.0
x[41],0.01,0.01,0.0,0.028,0.0,0.0,811889.0,253587.0,1.0
x[42],0.01,0.01,0.0,0.028,0.0,0.0,815205.0,248593.0,1.0
x[43],0.01,0.01,0.0,0.028,0.0,0.0,817016.0,248040.0,1.0
x[44],0.01,0.01,0.0,0.028,0.0,0.0,812340.0,252260.0,1.0
x[45],0.01,0.01,0.0,0.028,0.0,0.0,811720.0,248455.0,1.0
x[46],0.01,0.01,0.0,0.028,0.0,0.0,803366.0,250091.0,1.0
x[47],0.01,0.01,0.0,0.028,0.0,0.0,808768.0,250437.0,1.0
x[48],0.01,0.01,0.0,0.028,0.0,0.0,795838.0,248781.0,1.0
x[49],0.01,0.01,0.0,0.028,0.0,0.0,802560.0,245382.0,1.0
x[50],0.01,0.01,0.0,0.028,0.0,0.0,782216.0,251457.0,1.0
x[51],0.01,0.01,0.0,0.028,0.0,0.0,785517.0,248213.0,1.0
x[52],0.01,0.01,0.0,0.028,0.0,0.0,805041.0,251165.0,1.0
x[53],0.01,0.01,0.0,0.028,0.0,0.0,797929.0,248595.0,1.0
x[54],0.01,0.01,0.0,0.028,0.0,0.0,798086.0,249952.0,1.0
x[55],0.01,0.01,0.0,0.028,0.0,0.0,804191.0,252241.0,1.0
x[56],0.01,0.01,0.0,0.028,0.0,0.0,812493.0,248779.0,1.0
x[57],0.01,0.01,0.0,0.028,0.0,0.0,803392.0,251020.0,1.0
x[58],0.01,0.01,0.0,0.028,0.0,0.0,794281.0,247825.0,1.0
x[59],0.01,0.01,0.0,0.028,0.0,0.0,785952.0,244446.0,1.0
x[60],0.01,0.01,0.0,0.028,0.0,0.0,803245.0,250597.0,1.0
x[61],0.01,0.01,0.0,0.028,0.0,0.0,794651.0,250433.0,1.0
x[62],0.01,0.01,0.0,0.028,0.0,0.0,810367.0,250486.0,1.0
x[63],0.01,0.01,0.0,0.028,0.0,0.0,813114.0,254198.0,1.0
x[64],0.01,0.01,0.0,0.028,0.0,0.0,816005.0,252479.0,1.0
x[65],0.01,0.01,0.0,0.028,0.0,0.0,789817.0,248328.0,1.0
x[66],0.01,0.01,0.0,0.028,0.0,0.0,788126.0,253633.0,1.0
x[67],0.01,0.01,0.0,0.028,0.0,0.0,783797.0,250151.0,1.0
x[68],0.01,0.01,0.0,0.028,0.0,0.0,800769.0,250466.0,1.0
x[69],0.01,0.01,0.0,0.028,0.0,0.0,798071.0,251277.0,1.0
x[70],0.01,0.01,0.0,0.028,0.0,0.0,787967.0,252162.0,1.0
x[71],0.01,0.01,0.0,0.028,0.0,0.0,789943.0,254396.0,1.0
x[72],0.01,0.01,0.0,0.028,0.0,0.0,796683.0,251174.0,1.0
x[73],0.01,0.01,0.0,0.028,0.0,0.0,792120.0,249100.0,1.0
x[74],0.01,0.01,0.0,0.028,0.0,0.0,795550.0,249040.0,1.0
x[75],0.01,0.01,0.0,0.028,0.0,0.0,773727.0,250669.0,1.0
x[76],0.01,0.01,0.0,0.028,0.0,0.0,788633.0,250504.0,1.0
x[77],0.01,0.01,0.0,0.028,0.0,0.0,781228.0,249525.0,1.0
x[78],0.01,0.01,0.0,0.028,0.0,0.0,785383.0,254700.0,1.0
x[79],0.01,0.01,0.0,0.028,0.0,0.0,773342.0,244662.0,1.0
x[80],0.01,0.01,0.0,0.028,0.0,0.0,790117.0,250551.0,1.0
x[81],0.01,0.01,0.0,0.028,0.0,0.0,777757.0,248654.0,1.0
x[82],0.01,0.01,0.0,0.028,0.0,0.0,765363.0,253690.0,1.0
x[83],0.01,0.01,0.0,0.028,0.0,0.0,768112.0,251122.0,1.0
x[84],0.01,0.01,0.0,0.028,0.0,0.0,772403.0,250713.0,1.0
x[85],0.01,0.01,0.0,0.028,0.0,0.0,758963.0,247710.0,1.0
x[86],0.01,0.01,0.0,0.028,0.0,0.0,766081.0,253323.0,1.0
x[87],0.01,0.01,0.0,0.028,0.0,0.0,744381.0,249362.0,1.0
x[88],0.01,0.01,0.0,0.028,0.0,0.0,743620.0,253593.0,1.0
x[89],0.01,0.01,0.0,0.028,0.0,0.0,746640.0,253062.0,1.0
x[90],0.01,0.01,0.0,0.028,0.0,0.0,732173.0,261343.0,1.0
x[91],0.01,0.01,0.0,0.028,0.0,0.0,724764.0,258442.0,1.0
x[92],0.01,0.01,0.0,0.028,0.0,0.0,713188.0,255692.0,1.0
x[93],0.01,0.01,0.0,0.028,0.0,0.0,701661.0,254729.0,1.0
x[94],0.01,0.01,0.0,0.028,0.0,0.0,676593.0,253761.0,1.0
x[95],0.01,0.01,0.0,0.028,0.0,0.0,647297.0,254979.0,1.0
x[96],0.01,0.01,0.0,0.028,0.0,0.0,614866.0,255380.0,1.0
x[97],0.01,0.01,0.0,0.028,0.0,0.0,555945.0,263136.0,1.0
x[98],0.01,0.01,0.0,0.028,0.0,0.0,469752.0,269874.0,1.0
x[99],0.01,0.01,0.0,0.028,0.0,0.0,477043.0,271930.0,1.0
log_det_jacobian,-557.153,8.413,-573.082,-541.649,0.025,0.018,113453.0,204629.0,1.0
