,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
y[0],6311.061,6652.471,459.584,17279.2,321.044,231.167,456.0,472.0,2.98
y[1],6311.062,6652.472,459.656,17279.5,321.044,231.167,456.0,472.0,2.98
y[2],6311.061,6652.471,459.773,17279.6,321.044,231.167,456.0,472.0,2.98
y[3],6311.061,6652.471,460.307,17280.4,321.044,231.167,456.0,472.0,2.98
y[4],6311.061,6652.471,459.826,17279.8,321.044,231.167,456.0,472.0,2.98
y[5],6311.061,6652.471,459.46,17279.4,321.044,231.167,456.0,472.0,2.98
y[6],6311.061,6652.472,458.636,17278.8,321.044,231.167,456.0,472.0,2.98
y[7],6311.062,6652.47,460.422,17280.6,321.044,231.167,456.0,472.0,2.98
y[8],6311.062,6652.47,459.246,17279.3,321.044,231.167,456.0,472.0,2.98
y[9],6311.061,6652.471,460.107,17280.0,321.044,231.167,456.0,472.0,2.98
y[10],6311.06,6652.471,457.026,17277.0,321.044,231.167,456.0,472.0,2.98
y[11],6311.061,6652.472,459.328,17279.1,321.044,231.167,456.0,472.0,2.98
y[12],6311.062,6652.471,460.885,17281.1,321.044,231.167,456.0,472.0,2.98
y[13],6311.062,6652.472,458.535,17278.4,321.044,231.167,456.0,472.0,2.98
y[14],6311.062,6652.471,458.812,17278.5,321.044,231.167,456.0,472.0,2.98
y[15],6311.061,6652.471,460.214,17280.1,321.044,231.167,456.0,472.0,2.98
y[16],6311.061,6652.472,459.159,17279.1,321.044,231.167,456.0,472.0,2.98
y[17],6311.061,6652.472,458.775,17278.6,321.044,231.167,456.0,472.0,2.98
y[18],6311.062,6652.472,459.143,17279.0,321.044,231.167,456.0,472.0,2.98
y[19],6311.061,6652.471,459.04,17279.1,321.044,231.167,456.0,472.0,2.98
y[20],6311.061,6652.47,459.051,17279.0,321.044,231.167,456.0,472.0,2.98
y[21],6311.061,6652.471,458.83,17278.8,321.044,231.167,456.0,472.0,2.98
y[22],6311.062,6652.471,460.36,17280.6,321.044,231.167,456.0,472.0,2.98
y[23],6311.061,6652.471,459.363,17279.1,321.044,231.167,456.0,472.0,2.98
y[24],6311.061,6652.472,459.381,17279.2,321.044,231.167,456.0,472.0,2.98
