,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
phi[0],1.472,0.016,1.442,1.501,0.0,0.0,579750.0,272535.0,1.0
phi[1],1.471,0.016,1.442,1.501,0.0,0.0,581592.0,275820.0,1.0
phi[2],1.471,0.016,1.44,1.5,0.0,0.0,587733.0,279324.0,1.0
phi[3],1.47,0.016,1.44,1.5,0.0,0.0,587005.0,275620.0,1.0
phi[4],1.47,0.016,1.439,1.5,0.0,0.0,576197.0,272015.0,1.0
phi[5],1.469,0.016,1.439,1.499,0.0,0.0,573721.0,274623.0,1.0
phi[6],1.469,0.016,1.438,1.499,0.0,0.0,577555.0,275325.0,1.0
phi[7],1.468,0.016,1.437,1.498,0.0,0.0,580918.0,275556.0,1.0
phi[8],1.468,0.016,1.436,1.498,0.0,0.0,582023.0,275635.0,1.0
phi[9],1.467,0.016,1.436,1.498,0.0,0.0,585202.0,283429.0,1.0
phi[10],1.466,0.017,1.435,1.497,0.0,0.0,580754.0,279617.0,1.0
phi[11],1.466,0.017,1.435,1.497,0.0,0.0,583307.0,281167.0,1.0
phi[12],1.465,0.017,1.433,1.496,0.0,0.0,582235.0,276967.0,1.0
phi[13],1.465,0.017,1.432,1.495,0.0,0.0,584418.0,271842.0,1.0
phi[14],1.464,0.017,1.432,1.496,0.0,0.0,580408.0,274146.0,1.0
phi[15],1.463,0.017,1.431,1.495,0.0,0.0,592151.0,279660.0,1.0
phi[16],1.463,0.017,1.43,1.494,0.0,0.0,581953.0,275878.0,1.0
phi[17],1.462,0.017,1.43,1.494,0.0,0.0,577949.0,281165.0,1.0
phi[18],1.461,0.017,1.428,1.493,0.0,0.0,581571.0,279609.0,1.0
phi[19],1.461,0.017,1.427,1.493,0.0,0.0,576536.0,274098.0,1.0
phi[20],1.46,0.018,1.427,1.493,0.0,0.0,578667.0,278618.0,1.0
phi[21],1.459,0.018,1.426,1.492,0.0,0.0,586293.0,279057.0,1.0
phi[22],1.459,0.018,1.425,1.492,0.0,0.0,577838.0,277726.0,1.0
phi[23],1.458,0.018,1.424,1.491,0.0,0.0,572636.0,273692.0,1.0
phi[24],1.457,0.018,1.423,1.491,0.0,0.0,590906.0,271783.0,1.0
phi[25],1.456,0.018,1.422,1.49,0.0,0.0,580814.0,274349.0,1.0
phi[26],1.456,0.018,1.421,1.49,0.0,0.0,575167.0,279861.0,1.0
phi[27],1.455,0.018,1.42,1.49,0.0,0.0,584831.0,275846.0,1.0
phi[28],1.454,0.018,1.419,1.488,0.0,0.0,580137.0,275613.0,1.0
phi[29],1.453,0.019,1.418,1.488,0.0,0.0,576315.0,276925.0,1.0
phi[30],1.452,0.019,1.417,1.487,0.0,0.0,577055.0,272838.0,1.0
phi[31],1.452,0.019,1.416,1.487,0.0,0.0,595346.0,274616.0,1.0
phi[32],1.451,0.019,1.415,1.486,0.0,0.0,587376.0,282240.0,1.0
phi[33],1.45,0.019,1.413,1.485,0.0,0.0,583723.0,276804.0,1.0
phi[34],1.449,0.019,1.412,1.484,0.0,0.0,585763.0,276364.0,1.0
phi[35],1.448,0.019,1.411,1.484,0.0,0.0,583058.0,274513.0,1.0
phi[36],1.447,0.02,1.41,1.483,0.0,0.0,586508.0,275617.0,1.0
phi[37],1.446,0.02,1.409,1.483,0.0,0.0,585528.0,276291.0,1.0
phi[38],1.445,0.02,1.407,1.482,0.0,0.0,582982.0,279179.0,1.0
phi[39],1.444,0.02,1.406,1.481,0.0,0.0,569799.0,278200.0,1.0
phi[40],1.443,0.02,1.405,1.481,0.0,0.0,576335.0,272738.0,1.0
phi[41],1.442,0.02,1.403,1.48,0.0,0.0,581009.0,279116.0,1.0
phi[42],1.441,0.021,1.402,1.479,0.0,0.0,587722.0,278852.0,1.0
phi[43],1.44,0.021,1.4,1.478,0.0,0.0,585049.0,275750.0,1.0
phi[44],1.438,0.021,1.398,1.477,0.0,0.0,583147.0,277584.0,1.0
phi[45],1.437,0.021,1.397,1.477,0.0,0.0,584162.0,276403.0,1.0
phi[46],1.436,0.021,1.396,1.476,0.0,0.0,583483.0,278399.0,1.0
phi[47],1.435,0.022,1.394,1.475,0.0,0.0,594173.0,282569.0,1.0
phi[48],1.433,0.022,1.392,1.474,0.0,0.0,579060.0,275351.0,1.0
phi[49],1.432,0.022,1.39,1.473,0.0,0.0,584869.0,280796.0,1.0
phi[50],1.431,0.022,1.389,1.472,0.0,0.0,570207.0,277079.0,1.0
phi[51],1.429,0.022,1.387,1.471,0.0,0.0,582868.0,273702.0,1.0
phi[52],1.428,0.023,1.385,1.47,0.0,0.0,576417.0,279298.0,1.0
phi[53],1.426,0.023,1.383,1.469,0.0,0.0,581935.0,271424.0,1.0
phi[54],1.425,0.023,1.381,1.467,0.0,0.0,590727.0,275820.0,1.0
phi[55],1.423,0.023,1.378,1.466,0.0,0.0,582496.0,276476.0,1.0
phi[56],1.421,0.024,1.376,1.465,0.0,0.0,580814.0,272348.0,1.0
phi[57],1.42,0.024,1.374,1.464,0.0,0.0,589107.0,277772.0,1.0
phi[58],1.418,0.024,1.372,1.463,0.0,0.0,587051.0,277536.0,1.0
phi[59],1.416,0.025,1.369,1.461,0.0,0.0,585601.0,274031.0,1.0
phi[60],1.414,0.025,1.367,1.46,0.0,0.0,584885.0,277827.0,1.0
phi[61],1.412,0.025,1.364,1.458,0.0,0.0,584071.0,276133.0,1.0
phi[62],1.41,0.026,1.361,1.457,0.0,0.0,580740.0,278626.0,1.0
phi[63],1.408,0.026,1.359,1.456,0.0,0.0,585773.0,273780.0,1.0
phi[64],1.405,0.026,1.356,1.454,0.0,0.0,580968.0,278909.0,1.0
phi[65],1.403,0.027,1.353,1.452,0.0,0.0,593185.0,280276.0,1.0
phi[66],1.401,0.027,1.349,1.451,0.0,0.0,593367.0,279961.0,1.0
phi[67],1.398,0.027,1.347,1.449,0.0,0.0,582736.0,273396.0,1.0
phi[68],1.395,0.028,1.343,1.447,0.0,0.0,593490.0,272190.0,1.0
phi[69],1.392,0.028,1.339,1.445,0.0,0.0,585622.0,278573.0,1.0
phi[70],1.389,0.029,1.336,1.443,0.0,0.0,577809.0,278523.0,1.0
phi[71],1.386,0.029,1.331,1.441,0.0,0.0,586764.0,271811.0,1.0
phi[72],1.383,0.03,1.326,1.438,0.0,0.0,579290.0,275693.0,1.0
phi[73],1.379,0.03,1.322,1.435,0.0,0.0,590595.0,279497.0,1.0
phi[74],1.376,0.031,1.318,1.433,0.0,0.0,589758.0,276718.0,1.0
phi[75],1.372,0.032,1.312,1.43,0.0,0.0,593741.0,278092.0,1.0
phi[76],1.368,0.032,1.307,1.427,0.0,0.0,590628.0,276969.0,1.0
phi[77],1.363,0.033,1.301,1.424,0.0,0.0,582496.0,280917.0,1.0
phi[78],1.358,0.034,1.295,1.421,0.0,0.0,584752.0,280238.0,1.0
phi[79],1.353,0.034,1.289,1.417,0.0,0.0,588578.0,279128.0,1.0
phi[80],1.348,0.035,1.282,1.414,0.0,0.0,585221.0,279974.0,1.0
phi[81],1.342,0.036,1.274,1.409,0.0,0.0,582737.0,277632.0,1.0
phi[82],1.336,0.037,1.265,1.404,0.0,0.0,584757.0,285254.0,1.0
phi[83],1.329,0.038,1.257,1.4,0.0,0.0,585965.0,285738.0,1.0
phi[84],1.321,0.039,1.247,1.395,0.0,0.0,598907.0,282710.0,1.0
phi[85],1.312,0.041,1.236,1.388,0.0,0.0,583521.0,276523.0,1.0
phi[86],1.303,0.042,1.224,1.382,0.0,0.0,589951.0,283087.0,1.0
phi[87],1.293,0.044,1.21,1.374,0.0,0.0,580475.0,286110.0,1.0
phi[88],1.281,0.045,1.196,1.366,0.0,0.0,591184.0,283090.0,1.0
phi[89],1.268,0.047,1.179,1.357,0.0,0.0,584384.0,280266.0,1.0
phi[90],1.252,0.05,1.159,1.345,0.0,0.0,585082.0,280630.0,1.0
phi[91],1.234,0.053,1.136,1.333,0.0,0.0,589670.0,283735.0,1.0
phi[92],1.213,0.056,1.107,1.316,0.0,0.0,587608.0,278390.0,1.0
phi[93],1.187,0.06,1.074,1.297,0.0,0.0,592641.0,281503.0,1.0
phi[94],1.154,0.064,1.032,1.273,0.0,0.0,596702.0,288464.0,1.0
phi[95],1.111,0.07,0.978,1.243,0.0,0.0,595723.0,287063.0,1.0
phi[96],1.051,0.079,0.901,1.199,0.0,0.0,603957.0,287554.0,1.0
phi[97],0.958,0.091,0.789,1.131,0.0,0.0,600760.0,288658.0,1.0
phi[98],0.785,0.112,0.575,0.996,0.0,0.0,606866.0,299142.0,1.0
x[0],0.01,0.003,0.004,0.016,0.0,0.0,579751.0,272697.0,1.0
x[1],0.01,0.003,0.004,0.016,0.0,0.0,581546.0,275408.0,1.0
x[2],0.01,0.003,0.004,0.016,0.0,0.0,587834.0,279098.0,1.0
