,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
y[0],19183.624,3410.66,13018.5,25600.6,169.849,120.189,403.0,403.0,58.45
y[1],19194.035,3426.745,13587.7,26447.6,170.65,120.755,403.0,403.0,58.71
y[2],19180.023,3409.834,12797.4,25353.0,169.808,120.16,403.0,403.0,58.68
y[3],19172.924,3411.475,12512.1,25293.6,169.89,120.217,403.0,403.0,59.17
y[4],19207.927,3416.723,13450.7,26072.3,170.151,120.402,403.0,403.0,57.57
y[5],19207.353,3413.051,13682.7,26192.3,169.968,120.273,403.0,403.0,64.36
y[6],19204.468,3423.268,13778.5,26420.6,170.477,120.633,403.0,403.0,68.42
y[7],19178.369,3421.883,13657.2,26322.4,170.408,120.584,403.0,403.0,64.08
y[8],19199.957,3411.229,13419.1,26151.8,169.878,120.209,403.0,403.0,69.17
y[9],19181.752,3399.495,12762.6,25357.6,169.293,119.795,403.0,403.0,64.87
y[10],19217.486,3421.597,13678.6,26483.1,170.394,120.574,403.0,403.0,68.22
y[11],19195.072,3428.293,13134.7,25860.0,170.728,120.81,403.0,403.0,57.7
y[12],19216.832,3395.676,13994.5,26279.4,169.103,119.661,403.0,403.0,68.48
y[13],19206.332,3416.075,12678.5,25401.1,170.119,120.379,403.0,403.0,66.59
y[14],19206.088,3411.065,13237.1,25779.6,169.87,120.203,403.0,403.0,63.37
y[15],19184.389,3404.583,14037.1,26644.0,169.547,119.974,403.0,403.0,67.58
y[16],19205.041,3404.378,12885.6,25569.7,169.536,119.967,403.0,403.0,56.53
y[17],19203.979,3407.627,12921.6,25294.1,169.698,120.082,403.0,403.0,61.21
y[18],19207.581,3401.03,13031.8,25701.9,169.37,119.849,403.0,403.0,73.88
y[19],19191.821,3406.564,13571.7,26268.4,169.645,120.044,403.0,403.0,60.64
y[20],19204.248,3434.336,13669.4,26460.2,171.028,121.023,403.0,403.0,53.78
y[21],19197.691,3418.139,13709.4,26505.3,170.222,120.452,403.0,403.0,59.43
y[22],19206.133,3407.521,13702.5,26336.0,169.693,120.078,403.0,403.0,51.86
y[23],19204.554,3423.145,13879.6,26646.3,170.471,120.629,403.0,403.0,61.22
y[24],19192.423,3418.933,13782.7,26457.8,170.261,120.48,403.0,403.0,60.1
y[25],19199.998,3424.771,13256.0,25952.0,170.552,120.686,403.0,403.0,56.4
y[26],19185.061,3405.382,12814.2,25253.8,169.587,120.003,403.0,403.0,66.65
y[27],19206.971,3408.25,12611.9,24985.5,169.729,120.104,403.0,403.0,67.53
y[28],19206.319,3425.036,13993.0,26765.9,170.565,120.695,403.0,403.0,59.0
y[29],19205.144,3409.146,13574.9,26194.7,169.774,120.135,403.0,403.0,59.05
y[30],19196.424,3413.309,13941.6,26788.3,169.981,120.282,403.0,403.0,66.85
y[31],19211.629,3425.064,12670.5,25361.3,170.567,120.696,403.0,403.0,58.12
