,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
phi[0],1.52,0.088,1.345,1.571,0.0,0.0,56274.0,400000.0,1.01
phi[1],1.52,0.089,1.343,1.571,0.0,0.0,69608.0,400000.0,1.01
phi[2],1.52,0.089,1.342,1.571,0.0,0.0,163712.0,400000.0,1.0
phi[3],1.519,0.09,1.341,1.571,0.0,0.0,63686.0,400000.0,1.01
phi[4],1.519,0.09,1.34,1.571,0.0,0.0,58284.0,400000.0,1.01
phi[5],1.519,0.09,1.339,1.571,0.0,0.0,64322.0,399014.0,1.01
phi[6],1.518,0.091,1.338,1.571,0.0,0.0,145622.0,399783.0,1.0
phi[7],1.518,0.092,1.334,1.571,0.0,0.0,148488.0,365063.0,1.0
phi[8],1.518,0.092,1.334,1.571,0.0,0.0,29543.0,400000.0,1.01
phi[9],1.518,0.093,1.334,1.571,0.0,0.0,35096.0,400000.0,1.01
phi[10],1.517,0.093,1.332,1.571,0.0,0.0,161345.0,400000.0,1.0
phi[11],1.517,0.094,1.33,1.571,0.0,0.0,30573.0,400000.0,1.01
phi[12],1.517,0.094,1.329,1.571,0.0,0.0,62225.0,400000.0,1.01
phi[13],1.517,0.094,1.33,1.571,0.0,0.0,38714.0,400000.0,1.01
phi[14],1.516,0.095,1.327,1.571,0.0,0.0,159843.0,399773.0,1.0
phi[15],1.516,0.096,1.324,1.571,0.0,0.0,70745.0,400000.0,1.01
phi[16],1.516,0.096,1.325,1.571,0.0,0.0,50500.0,400000.0,1.01
phi[17],1.515,0.097,1.322,1.571,0.0,0.0,29429.0,400000.0,1.01
phi[18],1.515,0.098,1.32,1.571,0.0,0.0,29050.0,400000.0,1.01
phi[19],1.515,0.099,1.319,1.571,0.0,0.0,67167.0,398588.0,1.01
phi[20],1.514,0.099,1.317,1.571,0.0,0.0,160387.0,400000.0,1.0
phi[21],1.514,0.099,1.315,1.571,0.0,0.0,55837.0,400000.0,1.01
phi[22],1.513,0.101,1.313,1.571,0.0,0.0,163227.0,394043.0,1.0
phi[23],1.513,0.101,1.311,1.571,0.0,0.0,144766.0,392120.0,1.0
phi[24],1.513,0.102,1.309,1.571,0.0,0.0,58727.0,400000.0,1.01
phi[25],1.512,0.102,1.31,1.571,0.0,0.0,22670.0,400000.0,1.01
phi[26],1.511,0.103,1.304,1.571,0.0,0.0,27330.0,400000.0,1.01
phi[27],1.511,0.104,1.304,1.571,0.0,0.0,28917.0,400000.0,1.01
phi[28],1.51,0.105,1.302,1.571,0.0,0.0,163256.0,396434.0,1.0
phi[29],1.51,0.106,1.3,1.571,0.0,0.0,51460.0,400000.0,1.01
phi[30],1.51,0.106,1.297,1.571,0.0,0.0,155269.0,388744.0,1.0
phi[31],1.509,0.107,1.296,1.571,0.0,0.0,141111.0,391028.0,1.0
phi[32],1.509,0.108,1.293,1.571,0.0,0.0,134275.0,399172.0,1.0
phi[33],1.508,0.109,1.291,1.571,0.0,0.0,49510.0,398805.0,1.01
phi[34],1.508,0.11,1.287,1.571,0.0,0.0,69635.0,400000.0,1.0
phi[35],1.507,0.11,1.288,1.571,0.0,0.0,57072.0,400000.0,1.01
phi[36],1.507,0.112,1.282,1.571,0.0,0.0,79854.0,400000.0,1.01
phi[37],1.506,0.113,1.281,1.571,0.0,0.0,152634.0,372878.0,1.0
phi[38],1.506,0.114,1.279,1.571,0.0,0.0,37566.0,400000.0,1.01
phi[39],1.505,0.114,1.278,1.571,0.0,0.0,57498.0,399244.0,1.01
phi[40],1.505,0.115,1.276,1.571,0.0,0.0,29561.0,400000.0,1.01
phi[41],1.503,0.117,1.27,1.571,0.0,0.0,47686.0,392845.0,1.01
phi[42],1.504,0.117,1.27,1.571,0.0,0.0,26631.0,398502.0,1.01
phi[43],1.503,0.118,1.266,1.571,0.0,0.0,45119.0,397052.0,1.01
phi[44],1.502,0.12,1.263,1.571,0.0,0.0,49102.0,398640.0,1.01
phi[45],1.502,0.12,1.263,1.571,0.0,0.0,51111.0,400000.0,1.01
