,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
phi[0],1.374,0.314,0.686,1.571,0.0,0.0,202273.0,381791.0,1.0
phi[1],1.359,0.333,0.624,1.571,0.0,0.0,208466.0,383353.0,1.0
phi[2],1.339,0.357,0.543,1.571,0.001,0.0,214263.0,374852.0,1.0
phi[3],1.315,0.385,0.45,1.571,0.001,0.0,217922.0,376421.0,1.0
phi[4],1.281,0.422,0.335,1.571,0.001,0.0,226897.0,367811.0,1.0
phi[5],1.233,0.467,0.207,1.571,0.001,0.0,240843.0,355150.0,1.0
phi[6],1.16,0.524,0.088,1.571,0.001,0.001,264816.0,331156.0,1.0
phi[7],1.037,0.599,0.013,1.571,0.001,0.001,293217.0,154220.0,1.0
phi[8],0.786,0.674,0.0,1.571,0.001,0.001,327296.0,198583.0,1.0
x[0],0.1,0.213,0.0,0.599,0.0,0.0,185939.0,119305.0,1.0
x[1],0.1,0.212,0.0,0.594,0.0,0.0,190590.0,121660.0,1.0
x[2],0.1,0.212,0.0,0.593,0.0,0.0,195050.0,122235.0,1.0
x[3],0.1,0.212,0.0,0.593,0.0,0.0,195612.0,125725.0,1.0
x[4],0.1,0.212,0.0,0.593,0.0,0.0,199231.0,125830.0,1.0
x[5],0.1,0.213,0.0,0.595,0.0,0.0,207759.0,132156.0,1.0
x[6],0.1,0.212,0.0,0.593,0.0,0.0,222616.0,145616.0,1.0
x[7],0.1,0.212,0.0,0.593,0.0,0.0,245150.0,160238.0,1.0
x[8],0.1,0.212,0.0,0.593,0.0,0.0,306475.0,217479.0,1.0
x[9],0.1,0.212,0.0,0.593,0.0,0.0,307379.0,218299.0,1.0
log_det_jacobian,-55.708,17.004,-87.354,-26.728,0.048,0.034,122150.0,223683.0,1.0
