,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
x[0],0.001,0.003,0.0,0.005,0.0,0.0,158416.0,139555.0,1.0
x[1],0.001,0.003,0.0,0.005,0.0,0.0,155674.0,135942.0,1.0
x[2],0.001,0.003,0.0,0.005,0.0,0.0,155273.0,135157.0,1.0
x[3],0.001,0.003,0.0,0.005,0.0,0.0,152199.0,129435.0,1.0
x[4],0.001,0.003,0.0,0.005,0.0,0.0,154911.0,135201.0,1.0
x[5],0.001,0.003,0.0,0.005,0.0,0.0,156363.0,137229.0,1.0
x[6],0.001,0.003,0.0,0.005,0.0,0.0,153876.0,134222.0,1.0
x[7],0.001,0.003,0.0,0.005,0.0,0.0,156063.0,135157.0,1.0
x[8],0.001,0.003,0.0,0.005,0.0,0.0,155249.0,136272.0,1.0
x[9],0.001,0.003,0.0,0.005,0.0,0.0,158598.0,141383.0,1.0
x[10],0.001,0.003,0.0,0.005,0.0,0.0,158131.0,138495.0,1.0
x[11],0.001,0.003,0.0,0.005,0.0,0.0,156450.0,135858.0,1.0
x[12],0.001,0.003,0.0,0.005,0.0,0.0,155359.0,131822.0,1.0
x[13],0.001,0.003,0.0,0.005,0.0,0.0,157578.0,138242.0,1.0
x[14],0.001,0.003,0.0,0.005,0.0,0.0,154593.0,133317.0,1.0
x[15],0.001,0.003,0.0,0.005,0.0,0.0,157075.0,139800.0,1.0
x[16],0.001,0.003,0.0,0.005,0.0,0.0,156292.0,136590.0,1.0
x[17],0.001,0.003,0.0,0.005,0.0,0.0,157051.0,134554.0,1.0
x[18],0.001,0.003,0.0,0.005,0.0,0.0,157184.0,136291.0,1.0
x[19],0.001,0.003,0.0,0.005,0.0,0.0,157597.0,138566.0,1.0
x[20],0.001,0.003,0.0,0.005,0.0,0.0,154951.0,134843.0,1.0
x[21],0.001,0.003,0.0,0.005,0.0,0.0,153721.0,131001.0,1.0
x[22],0.001,0.003,0.0,0.005,0.0,0.0,152100.0,135339.0,1.0
x[23],0.001,0.003,0.0,0.005,0.0,0.0,154792.0,134814.0,1.0
x[24],0.001,0.003,0.0,0.005,0.0,0.0,157062.0,135841.0,1.0
x[25],0.001,0.003,0.0,0.005,0.0,0.0,156841.0,134025.0,1.0
x[26],0.001,0.003,0.0,0.005,0.0,0.0,153612.0,133691.0,1.0
x[27],0.001,0.003,0.0,0.005,0.0,0.0,152718.0,135064.0,1.0
x[28],0.001,0.003,0.0,0.005,0.0,0.0,155907.0,135066.0,1.0
x[29],0.001,0.003,0.0,0.005,0.0,0.0,155517.0,133828.0,1.0
x[30],0.001,0.003,0.0,0.005,0.0,0.0,158523.0,136611.0,1.0
x[31],0.001,0.003,0.0,0.005,0.0,0.0,154769.0,138445.0,1.0
x[32],0.001,0.003,0.0,0.005,0.0,0.0,151852.0,131173.0,1.0
x[33],0.001,0.003,0.0,0.005,0.0,0.0,152404.0,134173.0,1.0
x[34],0.001,0.003,0.0,0.005,0.0,0.0,155960.0,133826.0,1.0
x[35],0.001,0.003,0.0,0.005,0.0,0.0,155618.0,135641.0,1.0
x[36],0.001,0.003,0.0,0.005,0.0,0.0,153515.0,129388.0,1.0
x[37],0.001,0.003,0.0,0.005,0.0,0.0,157686.0,133622.0,1.0
x[38],0.001,0.003,0.0,0.005,0.0,0.0,152519.0,133609.0,1.0
x[39],0.001,0.003,0.0,0.005,0.0,0.0,156506.0,137478.0,1.0
x[40],0.001,0.003,0.0,0.005,0.0,0.0,150780.0,133292.0,1.0
x[41],0.001,0.003,0.0,0.005,0.0,0.0,157308.0,138134.0,1.0
x[42],0.001,0.003,0.0,0.005,0.0,0.0,154687.0,132860.0,1.0
x[43],0.001,0.003,0.0,0.005,0.0,0.0,160639.0,142998.0,1.0
x[44],0.001,0.003,0.0,0.005,0.0,0.0,153908.0,134151.0,1.0
x[45],0.001,0.003,0.0,0.005,0.0,0.0,154759.0,132813.0,1.0
x[46],0.001,0.003,0.0,0.005,0.0,0.0,158603.0,141806.0,1.0
x[47],0.001,0.003,0.0,0.005,0.0,0.0,155198.0,135603.0,1.0
x[48],0.001,0.003,0.0,0.005,0.0,0.0,156353.0,134699.0,1.0
x[49],0.001,0.003,0.0,0.005,0.0,0.0,157940.0,138517.0,1.0
x[50],0.001,0.003,0.0,0.005,0.0,0.0,153953.0,136786.0,1.0
x[51],0.001,0.003,0.0,0.005,0.0,0.0,154401.0,134562.0,1.0
x[52],0.001,0.003,0.0,0.005,0.0,0.0,154078.0,132497.0,1.0
x[53],0.001,0.003,0.0,0.005,0.0,0.0,156377.0,139900.0,1.0
x[54],0.001,0.003,0.0,0.005,0.0,0.0,153866.0,132872.0,1.0
x[55],0.001,0.003,0.0,0.005,0.0,0.0,155539.0,134752.0,1.0
x[56],0.001,0.003,0.0,0.005,0.0,0.0,155792.0,138290.0,1.0
x[57],0.001,0.003,0.0,0.005,0.0,0.0,156945.0,136589.0,1.0
x[58],0.001,0.003,0.0,0.005,0.0,0.0,156472.0,131032.0,1.0
x[59],0.001,0.003,0.0,0.005,0.0,0.0,155337.0,133681.0,1.0
x[60],0.001,0.003,0.0,0.005,0.0,0.0,158692.0,134548.0,1.0
x[61],0.001,0.003,0.0,0.005,0.0,0.0,155790.0,129539.0,1.0
x[62],0.001,0.003,0.0,0.005,0.0,0.0,156296.0,133118.0,1.0
x[63],0.001,0.003,0.0,0.005,0.0,0.0,154128.0,134090.0,1.0
x[64],0.001,0.003,0.0,0.005,0.0,0.0,154091.0,137566.0,1.0
x[65],0.001,0.003,0.0,0.005,0.0,0.0,153800.0,131367.0,1.0
x[66],0.001,0.003,0.0,0.005,0.0,0.0,156466.0,133528.0,1.0
x[67],0.001,0.003,0.0,0.005,0.0,0.0,154009.0,139706.0,1.0
x[68],0.001,0.003,0.0,0.005,0.0,0.0,155487.0,134850.0,1.0
x[69],0.001,0.003,0.0,0.005,0.0,0.0,153460.0,135168.0,1.0
x[70],0.001,0.003,0.0,0.005,0.0,0.0,154637.0,135174.0,1.0
x[71],0.001,0.003,0.0,0.005,0.0,0.0,157413.0,136888.0,1.0
x[72],0.001,0.003,0.0,0.005,0.0,0.0,152680.0,128285.0,1.0
x[73],0.001,0.003,0.0,0.005,0.0,0.0,155147.0,132862.0,1.0
x[74],0.001,0.003,0.0,0.005,0.0,0.0,157062.0,137706.0,1.0
x[75],0.001,0.003,0.0,0.005,0.0,0.0,153983.0,129611.0,1.0
x[76],0.001,0.003,0.0,0.005,0.0,0.0,156365.0,136227.0,1.0
x[77],0.001,0.003,0.0,0.005,0.0,0.0,156717.0,134721.0,1.0
x[78],0.001,0.003,0.0,0.005,0.0,0.0,151288.0,131968.0,1.0
x[79],0.001,0.003,0.0,0.005,0.0,0.0,155752.0,136848.0,1.0
x[80],0.001,0.003,0.0,0.005,0.0,0.0,156834.0,134514.0,1.0
x[81],0.001,0.003,0.0,0.005,0.0,0.0,155705.0,133718.0,1.0
x[82],0.001,0.003,0.0,0.005,0.0,0.0,159311.0,139238.0,1.0
x[83],0.001,0.003,0.0,0.005,0.0,0.0,157164.0,133333.0,1.0
x[84],0.001,0.003,0.0,0.005,0.0,0.0,157047.0,136916.0,1.0
x[85],0.001,0.003,0.0,0.005,0.0,0.0,154009.0,134374.0,1.0
x[86],0.001,0.003,0.0,0.005,0.0,0.0,154134.0,134427.0,1.0
x[87],0.001,0.003,0.0,0.005,0.0,0.0,154319.0,134995.0,1.0
x[88],0.001,0.003,0.0,0.005,0.0,0.0,157181.0,133606.0,1.0
x[89],0.001,0.003,0.0,0.005,0.0,0.0,155247.0,135180.0,1.0
x[90],0.001,0.003,0.0,0.005,0.0,0.0,152125.0,134868.0,1.0
x[91],0.001,0.003,0.0,0.005,0.0,0.0,154765.0,135272.0,1.0
x[92],0.001,0.003,0.0,0.005,0.0,0.0,153890.0,129763.0,1.0
x[93],0.001,0.003,0.0,0.005,0.0,0.0,156194.0,137730.0,1.0
x[94],0.001,0.003,0.0,0.005,0.0,0.0,155537.0,134853.0,1.0
x[95],0.001,0.003,0.0,0.005,0.0,0.0,156904.0,132971.0,1.0
x[96],0.001,0.003,0.0,0.005,0.0,0.0,156009.0,132828.0,1.0
x[97],0.001,0.003,0.0,0.005,0.0,0.0,153664.0,135461.0,1.0
x[98],0.001,0.003,0.0,0.005,0.0,0.0,158763.0,133225.0,1.0
x[99],0.001,0.003,0.0,0.005,0.0,0.0,157525.0,135449.0,1.0
x[100],0.001,0.003,0.0,0.005,0.0,0.0,155070.0,135065.0,1.0
x[101],0.001,0.003,0.0,0.005,0.0,0.0,155154.0,134409.0,1.0
x[102],0.001,0.003,0.0,0.005,0.0,0.0,155466.0,133360.0,1.0
x[103],0.001,0.003,0.0,0.005,0.0,0.0,158057.0,140523.0,1.0
x[104],0.001,0.003,0.0,0.005,0.0,0.0,151364.0,128855.0,1.0
x[105],0.001,0.003,0.0,0.005,0.0,0.0,158323.0,136641.0,1.0
x[106],0.001,0.003,0.0,0.005,0.0,0.0,155034.0,133906.0,1.0
x[107],0.001,0.003,0.0,0.005,0.0,0.0,154072.0,134509.0,1.0
x[108],0.001,0.003,0.0,0.005,0.0,0.0,157467.0,133747.0,1.0
x[109],0.001,0.003,0.0,0.005,0.0,0.0,155931.0,135279.0,1.0
x[110],0.001,0.003,0.0,0.005,0.0,0.0,154682.0,133660.0,1.0
x[111],0.001,0.003,0.0,0.005,0.0,0.0,156358.0,135445.0,1.0
x[112],0.001,0.003,0.0,0.005,0.0,0.0,154874.0,132652.0,1.0
x[113],0.001,0.003,0.0,0.005,0.0,0.0,156190.0,135927.0,1.0
x[114],0.001,0.003,0.0,0.005,0.0,0.0,157958.0,138620.0,1.0
x[115],0.001,0.003,0.0,0.005,0.0,0.0,155585.0,134407.0,1.0
x[116],0.001,0.003,0.0,0.005,0.0,0.0,155050.0,136438.0,1.0
x[117],0.001,0.003,0.0,0.005,0.0,0.0,154745.0,136250.0,1.0
x[118],0.001,0.003,0.0,0.005,0.0,0.0,156291.0,136506.0,1.0
x[119],0.001,0.003,0.0,0.005,0.0,0.0,155973.0,138151.0,1.0
x[120],0.001,0.003,0.0,0.005,0.0,0.0,158018.0,139277.0,1.0
x[121],0.001,0.003,0.0,0.005,0.0,0.0,156656.0,139037.0,1.0
x[122],0.001,0.003,0.0,0.005,0.0,0.0,154982.0,135929.0,1.0
x[123],0.001,0.003,0.0,0.005,0.0,0.0,156346.0,132509.0,1.0
x[124],0.001,0.003,0.0,0.005,0.0,0.0,154850.0,134845.0,1.0
x[125],0.001,0.003,0.0,0.005,0.0,0.0,155244.0,135367.0,1.0
x[126],0.001,0.003,0.0,0.005,0.0,0.0,155441.0,133397.0,1.0
x[127],0.001,0.003,0.0,0.005,0.0,0.0,155183.0,135170.0,1.0
x[128],0.001,0.003,0.0,0.005,0.0,0.0,155678.0,137554.0,1.0
x[129],0.001,0.003,0.0,0.005,0.0,0.0,154929.0,133047.0,1.0
x[130],0.001,0.003,0.0,0.005,0.0,0.0,152130.0,132820.0,1.0
x[131],0.001,0.003,0.0,0.005,0.0,0.0,150932.0,134473.0,1.0
x[132],0.001,0.003,0.0,0.005,0.0,0.0,154440.0,136367.0,1.0
x[133],0.001,0.003,0.0,0.005,0.0,0.0,155445.0,139337.0,1.0
x[134],0.001,0.003,0.0,0.005,0.0,0.0,156079.0,134961.0,1.0
x[135],0.001,0.003,0.0,0.005,0.0,0.0,152894.0,130177.0,1.0
x[136],0.001,0.003,0.0,0.005,0.0,0.0,155401.0,133770.0,1.0
x[137],0.001,0.003,0.0,0.005,0.0,0.0,155453.0,133847.0,1.0
x[138],0.001,0.003,0.0,0.005,0.0,0.0,154779.0,136535.0,1.0
x[139],0.001,0.003,0.0,0.005,0.0,0.0,155692.0,136838.0,1.0
x[140],0.001,0.003,0.0,0.005,0.0,0.0,157129.0,137055.0,1.0
x[141],0.001,0.003,0.0,0.005,0.0,0.0,157237.0,134171.0,1.0
x[142],0.001,0.003,0.0,0.005,0.0,0.0,158535.0,139395.0,1.0
x[143],0.001,0.003,0.0,0.005,0.0,0.0,157326.0,141365.0,1.0
x[144],0.001,0.003,0.0,0.005,0.0,0.0,156433.0,137818.0,1.0
x[145],0.001,0.003,0.0,0.005,0.0,0.0,152546.0,132468.0,1.0
x[146],0.001,0.003,0.0,0.005,0.0,0.0,154707.0,134786.0,1.0
x[147],0.001,0.003,0.0,0.005,0.0,0.0,154517.0,134630.0,1.0
x[148],0.001,0.003,0.0,0.005,0.0,0.0,157739.0,137883.0,1.0
x[149],0.001,0.003,0.0,0.005,0.0,0.0,154157.0,133931.0,1.0
x[150],0.001,0.003,0.0,0.005,0.0,0.0,154662.0,132726.0,1.0
x[151],0.001,0.003,0.0,0.005,0.0,0.0,151973.0,127517.0,1.0
x[152],0.001,0.003,0.0,0.005,0.0,0.0,157628.0,138682.0,1.0
x[153],0.001,0.003,0.0,0.005,0.0,0.0,156610.0,137053.0,1.0
x[154],0.001,0.003,0.0,0.005,0.0,0.0,154747.0,136868.0,1.0
