,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
x[0],0.01,0.03,0.0,0.05,0.0,0.0,142664.0,116481.0,1.0
x[1],0.01,0.03,0.0,0.051,0.0,0.0,143660.0,112521.0,1.0
x[2],0.01,0.03,0.0,0.051,0.0,0.0,145431.0,113632.0,1.0
x[3],0.01,0.03,0.0,0.05,0.0,0.0,144507.0,117313.0,1.0
x[4],0.01,0.03,0.0,0.051,0.0,0.0,144426.0,114498.0,1.0
x[5],0.01,0.03,0.0,0.05,0.0,0.0,146299.0,118135.0,1.0
x[6],0.01,0.03,0.0,0.05,0.0,0.0,141941.0,113444.0,1.0
x[7],0.01,0.03,0.0,0.05,0.0,0.0,144048.0,112110.0,1.0
x[8],0.01,0.03,0.0,0.05,0.0,0.0,142733.0,113926.0,1.0
x[9],0.01,0.03,0.0,0.05,0.0,0.0,144867.0,114795.0,1.0
x[10],0.01,0.03,0.0,0.051,0.0,0.0,142316.0,111899.0,1.0
x[11],0.01,0.03,0.0,0.05,0.0,0.0,142876.0,110990.0,1.0
x[12],0.01,0.03,0.0,0.05,0.0,0.0,149301.0,119711.0,1.0
x[13],0.01,0.03,0.0,0.051,0.0,0.0,143959.0,116189.0,1.0
x[14],0.01,0.03,0.0,0.051,0.0,0.0,145442.0,113661.0,1.0
x[15],0.01,0.03,0.0,0.05,0.0,0.0,145038.0,115968.0,1.0
x[16],0.01,0.03,0.0,0.05,0.0,0.0,139868.0,111986.0,1.0
x[17],0.01,0.03,0.0,0.05,0.0,0.0,144085.0,117326.0,1.0
x[18],0.01,0.03,0.0,0.05,0.0,0.0,143674.0,114812.0,1.0
x[19],0.01,0.03,0.0,0.05,0.0,0.0,142219.0,112876.0,1.0
x[20],0.01,0.03,0.0,0.05,0.0,0.0,147512.0,118826.0,1.0
x[21],0.01,0.03,0.0,0.05,0.0,0.0,147306.0,118914.0,1.0
x[22],0.01,0.03,0.0,0.05,0.0,0.0,144572.0,115139.0,1.0
x[23],0.01,0.03,0.0,0.05,0.0,0.0,142180.0,114556.0,1.0
x[24],0.01,0.03,0.0,0.05,0.0,0.0,143638.0,113219.0,1.0
x[25],0.01,0.03,0.0,0.05,0.0,0.0,142028.0,112277.0,1.0
x[26],0.01,0.03,0.0,0.05,0.0,0.0,145377.0,115961.0,1.0
x[27],0.01,0.03,0.0,0.05,0.0,0.0,145501.0,119044.0,1.0
x[28],0.01,0.03,0.0,0.05,0.0,0.0,146267.0,116771.0,1.0
x[29],0.01,0.03,0.0,0.05,0.0,0.0,149906.0,119807.0,1.0
x[30],0.01,0.03,0.0,0.051,0.0,0.0,146823.0,114905.0,1.0
x[31],0.01,0.03,0.0,0.05,0.0,0.0,144549.0,114894.0,1.0
x[32],0.01,0.03,0.0,0.05,0.0,0.0,145067.0,115660.0,1.0
x[33],0.01,0.03,0.0,0.05,0.0,0.0,143078.0,113094.0,1.0
x[34],0.01,0.03,0.0,0.05,0.0,0.0,144858.0,114015.0,1.0
x[35],0.01,0.03,0.0,0.05,0.0,0.0,145862.0,115917.0,1.0
x[36],0.01,0.03,0.0,0.051,0.0,0.0,145646.0,114434.0,1.0
x[37],0.01,0.03,0.0,0.05,0.0,0.0,143267.0,113186.0,1.0
x[38],0.01,0.03,0.0,0.051,0.0,0.0,143999.0,111602.0,1.0
x[39],0.01,0.03,0.0,0.05,0.0,0.0,143471.0,114489.0,1.0
x[40],0.01,0.03,0.0,0.05,0.0,0.0,142768.0,112380.0,1.0
x[41],0.01,0.03,0.0,0.05,0.0,0.0,144534.0,112989.0,1.0
x[42],0.01,0.03,0.0,0.05,0.0,0.0,145993.0,115567.0,1.0
x[43],0.01,0.03,0.0,0.05,0.0,0.0,141454.0,111666.0,1.0
x[44],0.01,0.03,0.0,0.051,0.0,0.0,141416.0,111862.0,1.0
x[45],0.01,0.03,0.0,0.051,0.0,0.0,144244.0,113621.0,1.0
x[46],0.01,0.03,0.0,0.05,0.0,0.0,143271.0,113478.0,1.0
