,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
x[0],0.001,0.003,0.0,0.004,0.0,0.0,4698.0,4586.0,1.0
x[1],0.001,0.003,0.0,0.005,0.0,0.0,4433.0,3804.0,1.0
x[2],0.001,0.003,0.0,0.005,0.0,0.0,5191.0,4532.0,1.0
x[3],0.001,0.003,0.0,0.005,0.0,0.0,4275.0,3889.0,1.0
x[4],0.001,0.003,0.0,0.005,0.0,0.0,5823.0,5289.0,1.0
x[5],0.001,0.003,0.0,0.005,0.0,0.0,4885.0,4721.0,1.0
x[6],0.001,0.003,0.0,0.005,0.0,0.0,4432.0,3983.0,1.0
x[7],0.001,0.003,0.0,0.005,0.0,0.0,4873.0,5405.0,1.0
x[8],0.001,0.003,0.0,0.005,0.0,0.0,5046.0,4629.0,1.0
x[9],0.001,0.003,0.0,0.005,0.0,0.0,4386.0,4138.0,1.0
x[10],0.001,0.003,0.0,0.005,0.0,0.0,5085.0,4569.0,1.0
x[11],0.001,0.003,0.0,0.005,0.0,0.0,5094.0,4797.0,1.0
x[12],0.001,0.003,0.0,0.005,0.0,0.0,4796.0,4095.0,1.0
x[13],0.001,0.003,0.0,0.005,0.0,0.0,4764.0,3879.0,1.0
x[14],0.001,0.003,0.0,0.005,0.0,0.0,4613.0,3219.0,1.0
x[15],0.001,0.003,0.0,0.005,0.0,0.0,5374.0,4967.0,1.0
x[16],0.001,0.003,0.0,0.005,0.0,0.0,5292.0,4810.0,1.0
x[17],0.001,0.003,0.0,0.005,0.0,0.0,5063.0,4206.0,1.0
x[18],0.001,0.003,0.0,0.005,0.0,0.0,4401.0,4544.0,1.0
x[19],0.001,0.003,0.0,0.005,0.0,0.0,4440.0,3936.0,1.0
x[20],0.001,0.003,0.0,0.005,0.0,0.0,4809.0,4536.0,1.0
x[21],0.001,0.003,0.0,0.005,0.0,0.0,4716.0,4397.0,1.0
x[22],0.001,0.003,0.0,0.005,0.0,0.0,3935.0,3727.0,1.01
x[23],0.001,0.003,0.0,0.005,0.0,0.0,4147.0,3661.0,1.0
x[24],0.001,0.003,0.0,0.005,0.0,0.0,4402.0,3283.0,1.0
x[25],0.001,0.003,0.0,0.005,0.0,0.0,4554.0,3687.0,1.0
x[26],0.001,0.003,0.0,0.005,0.0,0.0,5115.0,4873.0,1.0
x[27],0.001,0.003,0.0,0.005,0.0,0.0,4927.0,4586.0,1.0
x[28],0.001,0.003,0.0,0.005,0.0,0.0,4882.0,3803.0,1.0
