,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
y[0],0.004,1.0,-1.867,1.895,0.001,0.002,738746.0,314650.0,1.0
y[1],0.001,1.002,-1.894,1.873,0.001,0.002,748012.0,314926.0,1.0
y[2],-0.001,1.0,-1.878,1.884,0.001,0.002,735012.0,319280.0,1.0
y[3],-0.001,0.999,-1.873,1.883,0.001,0.002,745085.0,314245.0,1.0
y[4],0.001,1.0,-1.879,1.888,0.001,0.002,748462.0,316724.0,1.0
y[5],0.002,1.001,-1.884,1.882,0.001,0.002,745515.0,314311.0,1.0
y[6],0.001,1.002,-1.872,1.903,0.001,0.002,745079.0,315766.0,1.0
y[7],0.0,0.999,-1.869,1.881,0.001,0.002,748071.0,317398.0,1.0
y[8],-0.001,1.001,-1.87,1.889,0.001,0.002,744282.0,316243.0,1.0
x[0],0.1,0.09,0.0,0.267,0.0,0.0,738746.0,314650.0,1.0
x[1],0.1,0.091,0.0,0.27,0.0,0.0,741116.0,314574.0,1.0
x[2],0.1,0.09,0.0,0.269,0.0,0.0,718774.0,318819.0,1.0
x[3],0.1,0.09,0.0,0.269,0.0,0.0,717821.0,318666.0,1.0
x[4],0.1,0.091,0.0,0.268,0.0,0.0,708650.0,318269.0,1.0
x[5],0.1,0.091,0.0,0.269,0.0,0.0,687730.0,317537.0,1.0
x[6],0.1,0.091,0.0,0.268,0.0,0.0,658529.0,315159.0,1.0
x[7],0.1,0.09,0.0,0.269,0.0,0.0,621499.0,319866.0,1.0
x[8],0.1,0.09,0.0,0.269,0.0,0.0,533715.0,319674.0,1.0
x[9],0.1,0.091,0.0,0.27,0.0,0.0,541609.0,320379.0,1.0
log_det_jacobian,-25.577,2.123,-29.534,-22.1,0.005,0.003,185719.0,262388.0,1.0
