,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
y[0],-0.3,0.309,-0.879,0.28,0.0,0.0,560616.0,303540.0,1.0
y[1],-0.3,0.31,-0.883,0.282,0.0,0.0,566071.0,304471.0,1.0
y[2],-0.3,0.309,-0.882,0.281,0.0,0.0,563604.0,304404.0,1.0
y[3],-0.3,0.31,-0.884,0.283,0.0,0.0,562449.0,300365.0,1.0
y[4],-0.3,0.309,-0.89,0.274,0.0,0.0,552609.0,302981.0,1.0
y[5],-0.299,0.309,-0.882,0.282,0.0,0.0,562547.0,302551.0,1.0
y[6],-0.301,0.31,-0.874,0.289,0.0,0.0,557291.0,304351.0,1.0
y[7],-0.299,0.309,-0.883,0.278,0.0,0.0,560118.0,302512.0,1.0
y[8],-0.3,0.31,-0.878,0.289,0.0,0.0,558220.0,300071.0,1.0
y[9],-0.3,0.309,-0.885,0.278,0.0,0.0,565612.0,302113.0,1.0
y[10],-0.3,0.309,-0.885,0.278,0.0,0.0,551705.0,306907.0,1.0
y[11],-0.3,0.31,-0.883,0.28,0.0,0.0,564010.0,303045.0,1.0
y[12],-0.299,0.31,-0.88,0.283,0.0,0.0,565500.0,306878.0,1.0
y[13],-0.299,0.309,-0.879,0.284,0.0,0.0,562647.0,301652.0,1.0
y[14],-0.3,0.31,-0.886,0.278,0.0,0.0,566083.0,305805.0,1.0
y[15],-0.299,0.308,-0.885,0.274,0.0,0.0,566711.0,305823.0,1.0
y[16],-0.299,0.309,-0.879,0.281,0.0,0.0,561375.0,302197.0,1.0
y[17],-0.299,0.309,-0.883,0.28,0.0,0.0,571604.0,302971.0,1.0
y[18],-0.299,0.308,-0.883,0.277,0.0,0.0,557458.0,303751.0,1.0
y[19],-0.298,0.309,-0.883,0.279,0.0,0.0,565760.0,305112.0,1.0
y[20],-0.299,0.308,-0.882,0.275,0.0,0.0,568721.0,303493.0,1.0
y[21],-0.299,0.309,-0.889,0.271,0.0,0.0,556112.0,307345.0,1.0
y[22],-0.299,0.309,-0.883,0.28,0.0,0.0,562752.0,301011.0,1.0
y[23],-0.298,0.309,-0.887,0.278,0.0,0.0,559767.0,302820.0,1.0
y[24],-0.299,0.309,-0.881,0.279,0.0,0.0,560483.0,303220.0,1.0
y[25],-0.299,0.309,-0.885,0.278,0.0,0.0,564888.0,304124.0,1.0
y[26],-0.299,0.31,-0.879,0.287,0.0,0.0,556578.0,305559.0,1.0
y[27],-0.299,0.31,-0.888,0.277,0.0,0.0,559402.0,304247.0,1.0
y[28],-0.298,0.308,-0.875,0.285,0.0,0.0,563657.0,306232.0,1.0
y[29],-0.298,0.31,-0.884,0.281,0.0,0.0,558482.0,303895.0,1.0
y[30],-0.298,0.309,-0.881,0.281,0.0,0.0,567138.0,305725.0,1.0
y[31],-0.298,0.309,-0.886,0.277,0.0,0.0,569297.0,304450.0,1.0
y[32],-0.298,0.308,-0.881,0.278,0.0,0.0,565535.0,308097.0,1.0
y[33],-0.298,0.309,-0.885,0.279,0.0,0.0,566438.0,301745.0,1.0
y[34],-0.299,0.31,-0.884,0.28,0.0,0.0,555953.0,304770.0,1.0
y[35],-0.297,0.309,-0.888,0.275,0.0,0.0,564057.0,304782.0,1.0
y[36],-0.297,0.309,-0.883,0.279,0.0,0.0,570265.0,304205.0,1.0
y[37],-0.298,0.309,-0.88,0.282,0.0,0.0,546832.0,302803.0,1.0
y[38],-0.298,0.309,-0.877,0.283,0.0,0.0,571895.0,301607.0,1.0
y[39],-0.297,0.308,-0.875,0.288,0.0,0.0,551398.0,301888.0,1.0
y[40],-0.297,0.309,-0.874,0.289,0.0,0.0,567038.0,303426.0,1.0
y[41],-0.297,0.309,-0.878,0.285,0.0,0.0,555329.0,306481.0,1.0
y[42],-0.297,0.309,-0.884,0.278,0.0,0.0,562577.0,305064.0,1.0
y[43],-0.297,0.308,-0.872,0.288,0.0,0.0,558861.0,306064.0,1.0
y[44],-0.296,0.309,-0.877,0.284,0.0,0.0,562043.0,300757.0,1.0
y[45],-0.297,0.309,-0.883,0.276,0.0,0.0,567995.0,298582.0,1.0
y[46],-0.297,0.309,-0.875,0.284,0.0,0.0,561146.0,304821.0,1.0
y[47],-0.297,0.309,-0.894,0.27,0.0,0.0,567226.0,303408.0,1.0
y[48],-0.296,0.309,-0.88,0.284,0.0,0.0,567467.0,304175.0,1.0
y[49],-0.296,0.308,-0.878,0.284,0.0,0.0,570840.0,302218.0,1.0
y[50],-0.296,0.309,-0.878,0.284,0.0,0.0,558420.0,306278.0,1.0
y[51],-0.295,0.308,-0.876,0.281,0.0,0.0,553694.0,302921.0,1.0
y[52],-0.295,0.309,-0.872,0.288,0.0,0.0,568612.0,303948.0,1.0
y[53],-0.295,0.309,-0.883,0.281,0.0,0.0,556758.0,302761.0,1.0
y[54],-0.295,0.309,-0.883,0.281,0.0,0.0,552758.0,303880.0,1.0
y[55],-0.295,0.308,-0.877,0.28,0.0,0.0,565021.0,304611.0,1.0
y[56],-0.294,0.308,-0.872,0.287,0.0,0.0,564962.0,302323.0,1.0
y[57],-0.294,0.31,-0.878,0.287,0.0,0.0,569062.0,304304.0,1.0
y[58],-0.294,0.309,-0.876,0.285,0.0,0.0,566673.0,302561.0,1.0
y[59],-0.294,0.309,-0.877,0.284,0.0,0.0,558272.0,301518.0,1.0
y[60],-0.294,0.309,-0.871,0.29,0.0,0.0,562671.0,304188.0,1.0
y[61],-0.293,0.308,-0.871,0.286,0.0,0.0,572482.0,303697.0,1.0
y[62],-0.293,0.309,-0.873,0.29,0.0,0.0,559953.0,304520.0,1.0
y[63],-0.292,0.308,-0.869,0.292,0.0,0.0,571528.0,298798.0,1.0
y[64],-0.293,0.309,-0.872,0.29,0.0,0.0,564128.0,302130.0,1.0
y[65],-0.292,0.308,-0.875,0.285,0.0,0.0,557576.0,301572.0,1.0
y[66],-0.292,0.309,-0.87,0.29,0.0,0.0,567991.0,302598.0,1.0
y[67],-0.291,0.308,-0.872,0.289,0.0,0.0,549798.0,304034.0,1.0
y[68],-0.291,0.309,-0.876,0.286,0.0,0.0,563368.0,302096.0,1.0
y[69],-0.29,0.308,-0.873,0.287,0.0,0.0,561718.0,304233.0,1.0
y[70],-0.289,0.308,-0.874,0.283,0.0,0.0,573419.0,305472.0,1.0
y[71],-0.29,0.309,-0.874,0.29,0.0,0.0,556391.0,302495.0,1.0
y[72],-0.288,0.308,-0.865,0.294,0.0,0.0,573937.0,303220.0,1.0
y[73],-0.288,0.307,-0.858,0.297,0.0,0.0,565495.0,305702.0,1.0
y[74],-0.288,0.308,-0.875,0.286,0.0,0.0,569033.0,302532.0,1.0
y[75],-0.287,0.308,-0.864,0.293,0.0,0.0,566248.0,302177.0,1.0
y[76],-0.286,0.309,-0.862,0.299,0.0,0.0,565243.0,307610.0,1.0
y[77],-0.285,0.307,-0.862,0.293,0.0,0.0,553888.0,301740.0,1.0
y[78],-0.284,0.308,-0.863,0.295,0.0,0.0,553931.0,300423.0,1.0
y[79],-0.283,0.309,-0.859,0.303,0.0,0.0,562305.0,302986.0,1.0
y[80],-0.282,0.307,-0.858,0.297,0.0,0.0,560543.0,304881.0,1.0
y[81],-0.281,0.308,-0.859,0.301,0.0,0.0,553434.0,303561.0,1.0
y[82],-0.28,0.307,-0.851,0.302,0.0,0.0,561689.0,300943.0,1.0
y[83],-0.278,0.308,-0.86,0.298,0.0,0.0,566354.0,303842.0,1.0
y[84],-0.277,0.307,-0.851,0.3,0.0,0.0,566022.0,306473.0,1.0
y[85],-0.274,0.307,-0.85,0.305,0.0,0.0,552605.0,301197.0,1.0
y[86],-0.272,0.305,-0.842,0.303,0.0,0.0,561588.0,302782.0,1.0
y[87],-0.27,0.307,-0.844,0.311,0.0,0.0,569897.0,303034.0,1.0
y[88],-0.266,0.305,-0.835,0.313,0.0,0.0,562616.0,305711.0,1.0
y[89],-0.263,0.306,-0.831,0.32,0.0,0.0,562730.0,304294.0,1.0
y[90],-0.259,0.305,-0.831,0.318,0.0,0.0,559039.0,300708.0,1.0
y[91],-0.253,0.305,-0.828,0.317,0.0,0.0,559285.0,305305.0,1.0
y[92],-0.246,0.304,-0.821,0.323,0.0,0.0,569373.0,305278.0,1.0
y[93],-0.236,0.304,-0.808,0.334,0.0,0.0,557367.0,306206.0,1.0
y[94],-0.225,0.302,-0.789,0.347,0.0,0.0,567248.0,303131.0,1.0
y[95],-0.207,0.301,-0.77,0.363,0.0,0.0,568643.0,304635.0,1.0
y[96],-0.178,0.297,-0.739,0.379,0.0,0.0,558465.0,302062.0,1.0
y[97],-0.127,0.293,-0.679,0.423,0.0,0.0,559659.0,302315.0,1.0
y[98],0.001,0.284,-0.536,0.532,0.0,0.0,572489.0,306526.0,1.0
x[0],0.01,0.003,0.004,0.016,0.0,0.0,560616.0,303540.0,1.0
x[1],0.01,0.003,0.004,0.016,0.0,0.0,566048.0,305002.0,1.0
x[2],0.01,0.003,0.004,0.016,0.0,0.0,563674.0,304196.0,1.0
x[3],0.01,0.003,0.004,0.016,0.0,0.0,562389.0,301215.0,1.0
