,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
y[30],3.844,1.728,0.896,7.131,0.022,0.016,6355.0,11441.0,1.05
y[31],3.822,1.719,0.937,7.122,0.021,0.015,7278.0,11740.0,1.04
y[32],3.867,1.749,0.944,7.252,0.021,0.016,7053.0,12769.0,1.04
y[33],3.867,1.753,0.888,7.198,0.021,0.015,7365.0,12913.0,1.04
y[34],3.869,1.748,0.981,7.256,0.023,0.017,6108.0,11702.0,1.05
y[35],3.818,1.731,0.898,7.158,0.023,0.017,6073.0,10314.0,1.05
y[36],3.869,1.751,0.94,7.248,0.023,0.017,6117.0,9331.0,1.05
y[37],3.839,1.746,0.912,7.188,0.023,0.017,5834.0,11283.0,1.05
y[38],3.817,1.744,0.856,7.15,0.022,0.015,6759.0,15015.0,1.04
y[39],3.817,1.731,0.848,7.098,0.022,0.016,6212.0,11830.0,1.05
y[40],3.828,1.744,0.934,7.238,0.022,0.016,6841.0,10672.0,1.05
y[41],3.811,1.75,0.881,7.214,0.023,0.017,5864.0,9803.0,1.05
y[42],3.785,1.743,0.836,7.117,0.022,0.016,6894.0,12875.0,1.04
y[43],3.795,1.745,0.816,7.119,0.023,0.017,5813.0,10462.0,1.05
y[44],3.766,1.761,0.804,7.153,0.023,0.016,6411.0,10157.0,1.05
y[45],3.797,1.757,0.836,7.183,0.023,0.016,6253.0,12474.0,1.04
y[46],3.776,1.771,0.782,7.176,0.021,0.015,7349.0,11423.0,1.04
y[47],3.785,1.777,0.81,7.223,0.022,0.016,6853.0,10689.0,1.04
y[48],3.757,1.77,0.784,7.175,0.024,0.017,5791.0,12329.0,1.05
y[49],3.731,1.765,0.767,7.159,0.023,0.017,5894.0,10727.0,1.05
y[50],3.789,1.782,0.764,7.198,0.022,0.016,6732.0,9803.0,1.05
y[51],3.713,1.764,0.731,7.145,0.022,0.016,6731.0,10318.0,1.04
y[52],3.722,1.773,0.712,7.101,0.024,0.017,6112.0,13202.0,1.05
y[53],3.696,1.782,0.694,7.141,0.021,0.015,7616.0,14202.0,1.04
y[54],3.757,1.791,0.714,7.188,0.024,0.017,5845.0,12328.0,1.05
y[55],3.697,1.781,0.694,7.165,0.023,0.016,6544.0,11867.0,1.04
y[56],3.715,1.783,0.655,7.135,0.022,0.016,6919.0,12704.0,1.05
y[57],3.696,1.797,0.641,7.166,0.023,0.017,6399.0,12076.0,1.04
y[58],3.704,1.792,0.612,7.118,0.021,0.015,7942.0,12187.0,1.04
y[59],3.699,1.796,0.627,7.142,0.023,0.017,6233.0,12481.0,1.05
y[60],3.678,1.805,0.571,7.102,0.024,0.017,6178.0,14115.0,1.05
y[61],3.663,1.826,0.621,7.242,0.025,0.018,5707.0,11536.0,1.05
y[62],3.653,1.828,0.504,7.159,0.023,0.016,6673.0,11707.0,1.04
y[63],3.642,1.824,0.576,7.215,0.022,0.016,7017.0,13327.0,1.04
y[64],3.671,1.846,0.502,7.188,0.022,0.016,7403.0,14205.0,1.04
y[65],3.617,1.821,0.486,7.122,0.024,0.017,6354.0,13986.0,1.05
y[66],3.626,1.848,0.479,7.187,0.024,0.017,6296.0,11204.0,1.05
y[67],3.593,1.85,0.396,7.122,0.023,0.016,6768.0,12271.0,1.04
y[68],3.608,1.859,0.414,7.185,0.024,0.017,6238.0,12932.0,1.05
y[69],3.618,1.865,0.384,7.18,0.024,0.017,6271.0,13355.0,1.05
y[70],3.588,1.87,0.367,7.189,0.024,0.017,6363.0,13280.0,1.05
y[71],3.557,1.875,0.303,7.165,0.023,0.017,6602.0,13347.0,1.05
y[72],3.591,1.884,0.34,7.221,0.026,0.019,5683.0,10658.0,1.05
y[73],3.54,1.881,0.284,7.143,0.024,0.017,6270.0,13833.0,1.05
y[74],3.511,1.896,0.244,7.18,0.025,0.018,6210.0,12205.0,1.05
y[75],3.472,1.892,0.237,7.17,0.025,0.018,6156.0,10606.0,1.05
y[76],3.496,1.917,0.198,7.2,0.024,0.018,6412.0,11365.0,1.04
y[77],3.482,1.93,0.15,7.19,0.025,0.018,6411.0,12210.0,1.05
y[78],3.476,1.931,0.118,7.187,0.023,0.017,7617.0,14311.0,1.04
y[79],3.437,1.95,0.054,7.185,0.023,0.017,7177.0,14003.0,1.04
y[80],3.423,1.947,0.019,7.184,0.025,0.017,6495.0,13526.0,1.04
y[81],3.401,1.968,-0.022,7.199,0.025,0.018,6421.0,11566.0,1.05
y[82],3.363,1.971,-0.071,7.169,0.023,0.016,7464.0,17590.0,1.04
y[83],3.32,2.001,-0.133,7.248,0.026,0.018,6315.0,14025.0,1.04
y[84],3.312,2.018,-0.201,7.222,0.027,0.019,5873.0,12402.0,1.05
y[85],3.251,2.033,-0.321,7.192,0.026,0.019,6398.0,12263.0,1.04
y[86],3.245,2.034,-0.288,7.222,0.024,0.017,7346.0,12168.0,1.04
y[87],3.209,2.07,-0.455,7.17,0.026,0.019,6325.0,12293.0,1.05
y[88],3.183,2.113,-0.592,7.218,0.026,0.019,6505.0,13094.0,1.04
y[89],3.117,2.142,-0.705,7.24,0.027,0.019,6459.0,10412.0,1.05
y[90],3.012,2.168,-0.831,7.2,0.025,0.018,7649.0,14973.0,1.04
y[91],2.939,2.175,-0.966,7.093,0.027,0.019,6806.0,14750.0,1.04
y[92],2.92,2.268,-1.164,7.249,0.028,0.02,6816.0,14856.0,1.04
y[93],2.733,2.345,-1.525,7.182,0.03,0.021,6317.0,14711.0,1.05
y[94],2.609,2.422,-1.926,7.074,0.03,0.021,6396.0,12977.0,1.04
y[95],2.416,2.564,-2.298,7.16,0.032,0.023,6413.0,17759.0,1.04
y[96],2.062,2.794,-3.056,7.174,0.038,0.027,5430.0,11507.0,1.05
y[97],1.446,3.152,-4.328,6.986,0.038,0.027,6845.0,16376.0,1.05
y[98],-0.149,3.893,-6.691,6.992,0.052,0.036,5985.0,21870.0,1.05
x[0],0.011,0.031,0.0,0.053,0.0,0.0,6367.0,10746.0,1.05
x[1],0.01,0.03,0.0,0.053,0.0,0.0,6968.0,10401.0,1.05
x[2],0.011,0.03,0.0,0.053,0.0,0.0,5233.0,8967.0,1.05
x[3],0.01,0.03,0.0,0.051,0.0,0.0,6995.0,13374.0,1.04
x[4],0.01,0.03,0.0,0.052,0.0,0.0,7484.0,10550.0,1.04
x[5],0.01,0.03,0.0,0.052,0.0,0.0,6998.0,12879.0,1.04
x[6],0.011,0.031,0.0,0.054,0.0,0.0,6557.0,12196.0,1.05
x[7],0.01,0.03,0.0,0.052,0.0,0.0,7209.0,12633.0,1.04
x[8],0.01,0.03,0.0,0.05,0.0,0.0,6368.0,11067.0,1.05
x[9],0.01,0.03,0.0,0.051,0.0,0.0,6075.0,11167.0,1.05
x[10],0.011,0.031,0.0,0.054,0.0,0.0,7655.0,10214.0,1.04
x[11],0.01,0.03,0.0,0.051,0.0,0.0,5577.0,9296.0,1.05
x[12],0.01,0.03,0.0,0.052,0.0,0.0,5838.0,11044.0,1.05
x[13],0.01,0.031,0.0,0.052,0.0,0.0,5852.0,11448.0,1.05
x[14],0.01,0.03,0.0,0.05,0.0,0.0,8234.0,15118.0,1.04
x[15],0.01,0.031,0.0,0.052,0.0,0.0,5692.0,10200.0,1.05
x[16],0.01,0.031,0.0,0.053,0.0,0.0,7645.0,11509.0,1.04
x[17],0.01,0.03,0.0,0.052,0.0,0.0,6029.0,10518.0,1.05
x[18],0.01,0.03,0.0,0.051,0.0,0.0,6810.0,12099.0,1.04
x[19],0.011,0.031,0.0,0.053,0.0,0.0,6518.0,13466.0,1.04
x[20],0.01,0.03,0.0,0.052,0.0,0.0,6487.0,14851.0,1.05
x[21],0.01,0.029,0.0,0.05,0.0,0.0,5759.0,10838.0,1.05
x[22],0.01,0.03,0.0,0.051,0.0,0.0,5577.0,9818.0,1.05
x[23],0.01,0.03,0.0,0.053,0.0,0.0,7520.0,15863.0,1.04
x[24],0.01,0.029,0.0,0.05,0.0,0.0,6295.0,12566.0,1.05
x[25],0.01,0.029,0.0,0.051,0.0,0.0,6407.0,10413.0,1.05
x[26],0.01,0.03,0.0,0.053,0.0,0.0,5934.0,10519.0,1.05
x[27],0.01,0.03,0.0,0.051,0.0,0.0,6051.0,9426.0,1.05
x[28],0.01,0.03,0.0,0.051,0.0,0.0,5621.0,10395.0,1.05
x[29],0.01,0.031,0.0,0.052,0.0,0.0,5571.0,10080.0,1.05
x[30],0.01,0.03,0.0,0.052,0.0,0.0,6382.0,11544.0,1.05
x[31],0.01,0.03,0.0,0.051,0.0,0.0,7224.0,11758.0,1.04
x[32],0.01,0.03,0.0,0.051,0.0,0.0,7080.0,12718.0,1.04
x[33],0.01,0.03,0.0,0.052,0.0,0.0,7362.0,12808.0,1.04
x[34],0.01,0.03,0.0,0.05,0.0,0.0,6143.0,11560.0,1.05
x[35],0.01,0.03,0.0,0.051,0.0,0.0,6039.0,10313.0,1.05
x[36],0.01,0.03,0.0,0.049,0.0,0.0,6099.0,9325.0,1.05
x[37],0.01,0.029,0.0,0.05,0.0,0.0,5832.0,11389.0,1.05
x[38],0.01,0.03,0.0,0.051,0.0,0.0,6759.0,15231.0,1.04
x[39],0.01,0.029,0.0,0.05,0.0,0.0,6215.0,11992.0,1.04
x[40],0.01,0.029,0.0,0.048,0.0,0.0,6818.0,10888.0,1.05
x[41],0.01,0.03,0.0,0.051,0.0,0.0,5908.0,9769.0,1.05
x[42],0.01,0.03,0.0,0.052,0.0,0.0,6827.0,12975.0,1.04
x[43],0.01,0.03,0.0,0.049,0.0,0.0,5763.0,10478.0,1.05
x[44],0.01,0.031,0.0,0.053,0.0,0.0,6338.0,10451.0,1.05
x[45],0.01,0.03,0.0,0.051,0.0,0.0,6238.0,12609.0,1.04
x[46],0.01,0.03,0.0,0.051,0.0,0.0,7308.0,11491.0,1.04
x[47],0.01,0.03,0.0,0.051,0.0,0.0,6839.0,10614.0,1.04
x[48],0.01,0.03,0.0,0.051,0.0,0.0,5762.0,12627.0,1.05
x[49],0.01,0.03,0.0,0.052,0.0,0.0,5937.0,10738.0,1.05
x[50],0.01,0.029,0.0,0.049,0.0,0.0,6739.0,9844.0,1.05
x[51],0.01,0.03,0.0,0.05,0.0,0.0,6780.0,10364.0,1.04
x[52],0.01,0.03,0.0,0.051,0.0,0.0,6079.0,13226.0,1.05
x[53],0.01,0.03,0.0,0.052,0.0,0.0,7597.0,14020.0,1.04
x[54],0.01,0.029,0.0,0.05,0.0,0.0,5799.0,12286.0,1.05
x[55],0.01,0.03,0.0,0.051,0.0,0.0,6581.0,11812.0,1.04
x[56],0.01,0.03,0.0,0.05,0.0,0.0,6923.0,12921.0,1.05
x[57],0.01,0.03,0.0,0.05,0.0,0.0,6357.0,12468.0,1.04
x[58],0.01,0.029,0.0,0.049,0.0,0.0,7984.0,12420.0,1.04
x[59],0.01,0.029,0.0,0.049,0.0,0.0,6213.0,12574.0,1.05
x[60],0.01,0.029,0.0,0.05,0.0,0.0,6139.0,14211.0,1.05
x[61],0.01,0.03,0.0,0.051,0.0,0.0,5738.0,11673.0,1.05
x[62],0.01,0.03,0.0,0.053,0.0,0.0,6577.0,12003.0,1.04
x[63],0.01,0.03,0.0,0.051,0.0,0.0,6956.0,13192.0,1.04
x[64],0.01,0.03,0.0,0.05,0.0,0.0,7471.0,14454.0,1.04
x[65],0.01,0.03,0.0,0.05,0.0,0.0,6388.0,14298.0,1.05
x[66],0.01,0.029,0.0,0.051,0.0,0.0,6339.0,11255.0,1.05
x[67],0.01,0.03,0.0,0.052,0.0,0.0,6714.0,12313.0,1.04
x[68],0.01,0.03,0.0,0.05,0.0,0.0,6182.0,12721.0,1.05
x[69],0.01,0.029,0.0,0.049,0.0,0.0,6376.0,13281.0,1.05
x[70],0.01,0.029,0.0,0.05,0.0,0.0,6350.0,13265.0,1.05
x[71],0.01,0.03,0.0,0.051,0.0,0.0,6658.0,13481.0,1.05
x[72],0.01,0.029,0.0,0.049,0.0,0.0,5654.0,10413.0,1.05
x[73],0.01,0.029,0.0,0.049,0.0,0.0,6283.0,13762.0,1.05
x[74],0.01,0.029,0.0,0.05,0.0,0.0,6197.0,12016.0,1.05
x[75],0.01,0.03,0.0,0.051,0.0,0.0,6165.0,10574.0,1.05
x[76],0.01,0.03,0.0,0.05,0.0,0.0,6404.0,11520.0,1.04
x[77],0.01,0.03,0.0,0.049,0.0,0.0,6408.0,12509.0,1.04
x[78],0.01,0.029,0.0,0.048,0.0,0.0,7572.0,14260.0,1.04
x[79],0.01,0.03,0.0,0.051,0.0,0.0,7097.0,14243.0,1.04
x[80],0.01,0.029,0.0,0.049,0.0,0.0,6556.0,13238.0,1.04
x[81],0.01,0.029,0.0,0.049,0.0,0.0,6406.0,11838.0,1.05
x[82],0.01,0.029,0.0,0.049,0.0,0.0,7358.0,16942.0,1.04
x[83],0.01,0.029,0.0,0.049,0.0,0.0,6371.0,14092.0,1.04
x[84],0.01,0.029,0.0,0.048,0.0,0.0,5957.0,12642.0,1.04
x[85],0.01,0.03,0.0,0.051,0.0,0.0,6425.0,12687.0,1.04
x[86],0.009,0.028,0.0,0.047,0.0,0.0,7440.0,11995.0,1.04
x[87],0.009,0.028,0.0,0.047,0.0,0.0,6255.0,12548.0,1.04
x[88],0.009,0.028,0.0,0.047,0.0,0.0,6687.0,12883.0,1.04
x[89],0.01,0.029,0.0,0.047,0.0,0.0,6670.0,10592.0,1.04
x[90],0.01,0.029,0.0,0.048,0.0,0.0,7811.0,15033.0,1.04
x[91],0.009,0.028,0.0,0.047,0.0,0.0,7267.0,15046.0,1.04
x[92],0.009,0.028,0.0,0.046,0.0,0.0,7206.0,14309.0,1.04
x[93],0.01,0.029,0.0,0.049,0.0,0.0,6646.0,14640.0,1.04
x[94],0.009,0.027,0.0,0.046,0.0,0.0,6897.0,13228.0,1.04
x[95],0.009,0.027,0.0,0.045,0.0,0.0,7210.0,19310.0,1.04
x[96],0.009,0.028,0.0,0.047,0.0,0.0,5869.0,11805.0,1.04
x[97],0.009,0.028,0.0,0.046,0.0,0.0,7743.0,17047.0,1.04
x[98],0.009,0.028,0.0,0.047,0.0,0.0,7390.0,24910.0,1.04
x[99],0.009,0.027,0.0,0.044,0.0,0.0,7585.0,20072.0,1.04
log_det_jacobian,-1036.081,71.234,-1168.44,-902.165,0.89,0.635,6498.0,10547.0,1.04
