,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
y[0],2.503,0.429,1.75,3.322,0.001,0.0,707291.0,262586.0,1.0
y[1],2.499,0.429,1.746,3.323,0.001,0.0,697191.0,259222.0,1.0
y[2],2.497,0.43,1.741,3.318,0.001,0.0,702360.0,257889.0,1.0
y[3],2.493,0.433,1.73,3.318,0.001,0.0,718908.0,255525.0,1.0
y[4],2.488,0.431,1.725,3.308,0.001,0.0,694832.0,261845.0,1.0
y[5],2.486,0.432,1.729,3.315,0.001,0.0,704182.0,257744.0,1.0
y[6],2.481,0.433,1.713,3.3,0.001,0.0,709067.0,262772.0,1.0
y[7],2.477,0.433,1.715,3.301,0.001,0.0,715122.0,261723.0,1.0
y[8],2.472,0.432,1.711,3.296,0.001,0.0,701459.0,261160.0,1.0
y[9],2.469,0.434,1.708,3.296,0.001,0.0,710347.0,260240.0,1.0
y[10],2.466,0.435,1.7,3.299,0.001,0.0,696261.0,258869.0,1.0
y[11],2.461,0.435,1.687,3.283,0.001,0.0,694644.0,260878.0,1.0
y[12],2.456,0.435,1.698,3.296,0.001,0.0,708703.0,263420.0,1.0
y[13],2.454,0.437,1.683,3.283,0.001,0.0,702571.0,257577.0,1.0
y[14],2.449,0.437,1.676,3.279,0.001,0.0,692295.0,258599.0,1.0
y[15],2.444,0.435,1.667,3.265,0.001,0.0,703472.0,261972.0,1.0
y[16],2.44,0.437,1.671,3.274,0.001,0.0,700454.0,260288.0,1.0
y[17],2.435,0.437,1.67,3.278,0.001,0.0,703697.0,258463.0,1.0
y[18],2.431,0.438,1.653,3.26,0.001,0.0,698550.0,259106.0,1.0
y[19],2.426,0.44,1.653,3.27,0.001,0.0,706984.0,260006.0,1.0
y[20],2.422,0.439,1.638,3.254,0.001,0.0,715231.0,260383.0,1.0
y[21],2.417,0.442,1.637,3.256,0.001,0.0,701927.0,255522.0,1.0
y[22],2.412,0.439,1.631,3.241,0.001,0.0,712013.0,264465.0,1.0
y[23],2.408,0.443,1.638,3.262,0.001,0.0,709128.0,259777.0,1.0
y[24],2.403,0.443,1.612,3.245,0.001,0.0,703710.0,263035.0,1.0
y[25],2.398,0.444,1.609,3.243,0.001,0.0,708033.0,257797.0,1.0
y[26],2.393,0.446,1.6,3.237,0.001,0.0,701229.0,257521.0,1.0
y[27],2.387,0.445,1.598,3.23,0.001,0.0,705595.0,262307.0,1.0
y[28],2.381,0.445,1.597,3.236,0.001,0.0,708749.0,264165.0,1.0
y[29],2.377,0.446,1.583,3.223,0.001,0.0,724311.0,261824.0,1.0
y[30],2.372,0.449,1.57,3.218,0.001,0.0,725918.0,261132.0,1.0
y[31],2.367,0.448,1.58,3.227,0.001,0.0,715439.0,263611.0,1.0
y[32],2.361,0.449,1.568,3.221,0.001,0.0,711843.0,258697.0,1.0
y[33],2.355,0.448,1.552,3.2,0.001,0.0,715773.0,262150.0,1.0
y[34],2.349,0.449,1.558,3.21,0.001,0.0,717760.0,259187.0,1.0
y[35],2.345,0.452,1.549,3.209,0.001,0.0,712041.0,267802.0,1.0
y[36],2.338,0.453,1.538,3.205,0.001,0.0,712354.0,257106.0,1.0
y[37],2.331,0.453,1.541,3.206,0.001,0.0,712533.0,262142.0,1.0
y[38],2.325,0.452,1.521,3.182,0.001,0.0,716245.0,260634.0,1.0
y[39],2.32,0.454,1.514,3.181,0.001,0.0,725937.0,259397.0,1.0
y[40],2.313,0.455,1.494,3.169,0.001,0.0,724718.0,261146.0,1.0
y[41],2.305,0.453,1.499,3.17,0.001,0.0,726376.0,262922.0,1.0
y[42],2.3,0.457,1.49,3.174,0.001,0.0,731299.0,260427.0,1.0
y[43],2.292,0.457,1.48,3.162,0.001,0.0,725784.0,265004.0,1.0
y[44],2.285,0.459,1.48,3.17,0.001,0.0,723358.0,266188.0,1.0
y[45],2.278,0.459,1.459,3.151,0.001,0.0,722253.0,260243.0,1.0
y[46],2.272,0.461,1.449,3.145,0.001,0.0,721901.0,262917.0,1.0
y[47],2.264,0.461,1.448,3.145,0.001,0.0,729165.0,263849.0,1.0
y[48],2.257,0.464,1.427,3.136,0.001,0.0,721191.0,261686.0,1.0
y[49],2.249,0.465,1.429,3.144,0.001,0.0,724837.0,261743.0,1.0
y[50],2.241,0.465,1.411,3.124,0.001,0.0,733302.0,264707.0,1.0
y[51],2.233,0.467,1.398,3.12,0.001,0.0,730142.0,266674.0,1.0
y[52],2.224,0.468,1.393,3.119,0.001,0.0,723257.0,258084.0,1.0
y[53],2.216,0.468,1.386,3.114,0.001,0.0,729048.0,262387.0,1.0
y[54],2.207,0.47,1.366,3.099,0.001,0.0,735889.0,265607.0,1.0
y[55],2.198,0.471,1.357,3.091,0.001,0.0,727984.0,266848.0,1.0
