'target_keyword', 'transform', 'seed', 'time'
dirsym_1_100dims,AugmentedSoftmax,18,2.8102867603302
dirsym_1_100dims,ProbitProduct,14,3.6487467288970947
dirsym_e-1_100dims,AugmentedILR,2,17.941854000091553
dirsym_e-1_10dims,ALR,10,5.406975030899048
dirsym_e-1_100dims,StanStickbreaking,2,18.562058448791504
dirsym_1_100dims,ALR,6,7.803771495819092
dirsym_1_10dims,HypersphericalProbit,10,5.2166588306427
dirsym_e-1_100dims,ALR,3,13.507580518722534
dirsym_1_100dims,Stickbreaking,4,10.771737813949585
dirsym_e-1_10dims,StanStickbreaking,11,5.341943264007568
dirsym_e-1_10dims,NormalizedExponential,9,5.674659729003906
dirsym_1_10dims,HypersphericalAngular,10,5.2853429317474365
dirsym_1_100dims,HypersphericalProbit,11,4.4662768840789795
dirsym_e-1_100dims,HypersphericalProbit,4,10.917023181915283
dirsym_1_10dims,NormalizedExponential,10,5.321840047836304
dirsym_1_10dims,AugmentedILR,10,5.30157995223999
dirsym_1_10dims,ProbitProduct,11,5.103344678878784
dirsym_e-1_100dims,AugmentedSoftmax,3,14.22608470916748
dirsym_1_100dims,AugmentedSoftmax,19,2.815871238708496
dirsym_e-1_10dims,HypersphericalAngular,10,5.4952428340911865
dirsym_1_10dims,Stickbreaking,10,5.376080513000488
dirsym_1_10dims,HypersphericalLogit,11,5.21520733833313
dirsym_e-1_10dims,HypersphericalLogit,10,5.627123594284058
dirsym_e-1_10dims,HypersphericalProbit,11,5.257453918457031
dirsym_e-1_10dims,ProbitProduct,12,5.571951389312744
dirsym_1_100dims,ProbitProduct,15,3.6947832107543945
dirsym_1_10dims,StanStickbreaking,12,5.06399941444397
dirsym_e-1_10dims,AugmentedSoftmax,10,5.47179102897644
dirsym_1_100dims,AugmentedILR,5,9.640372037887573
dirsym_e-1_10dims,AugmentedILR,10,5.503933429718018
dirsym_e-1_100dims,Stickbreaking,2,19.129961490631104
dirsym_1_10dims,ALR,11,5.098435163497925
dirsym_e-1_10dims,Stickbreaking,10,5.490689277648926
dirsym_1_100dims,HypersphericalAngular,4,11.83929443359375
dirsym_1_10dims,AugmentedSoftmax,11,5.1062963008880615
dirsym_e-1_10dims,ALR,11,5.262203931808472
dirsym_1_10dims,HypersphericalProbit,11,5.016995429992676
dirsym_1_100dims,HypersphericalProbit,12,4.62361478805542
dirsym_1_100dims,AugmentedSoftmax,20,2.930896043777466
dirsym_e-1_10dims,StanStickbreaking,12,5.116318941116333
dirsym_1_10dims,HypersphericalAngular,11,4.9690680503845215
dirsym_e-1_100dims,ProbitProduct,4,15.243739366531372
dirsym_e-1_10dims,NormalizedExponential,10,5.523590803146362
dirsym_1_100dims,NormalizedExponential,5,10.061192512512207
dirsym_1_10dims,NormalizedExponential,11,5.094019651412964
dirsym_1_10dims,ProbitProduct,12,4.986871242523193
dirsym_1_10dims,AugmentedILR,11,5.073887586593628
dirsym_1_100dims,ProbitProduct,16,3.712705373764038
dirsym_1_100dims,StanStickbreaking,6,9.075248956680298
dirsym_1_100dims,ALR,7,7.71574068069458
dirsym_1_10dims,Stickbreaking,11,5.053063869476318
dirsym_e-1_10dims,HypersphericalAngular,11,5.278221368789673
dirsym_1_100dims,AugmentedSoftmax,21,2.819086790084839
dirsym_1_10dims,HypersphericalLogit,12,5.058332204818726
dirsym_e-1_10dims,HypersphericalProbit,12,5.053434133529663
dirsym_e-1_10dims,ProbitProduct,13,5.14830470085144
dirsym_e-1_100dims,NormalizedExponential,4,12.726628541946411
dirsym_1_10dims,StanStickbreaking,13,4.907100677490234
dirsym_e-1_10dims,HypersphericalLogit,11,5.41766357421875
dirsym_1_10dims,ALR,12,4.9464499950408936
dirsym_1_100dims,HypersphericalLogit,5,10.666409969329834
dirsym_e-1_10dims,AugmentedSoftmax,11,5.402311325073242
dirsym_e-1_10dims,AugmentedILR,11,5.364366054534912
dirsym_1_10dims,AugmentedSoftmax,12,4.892900705337524
dirsym_e-1_10dims,Stickbreaking,11,5.263364553451538
dirsym_1_10dims,HypersphericalProbit,12,4.9741129875183105
dirsym_1_100dims,HypersphericalProbit,13,4.873198747634888
dirsym_e-1_10dims,ALR,12,5.217375040054321
dirsym_1_100dims,ProbitProduct,17,3.520237684249878
dirsym_e-1_10dims,StanStickbreaking,13,5.139723300933838
dirsym_1_10dims,HypersphericalAngular,12,5.132161617279053
dirsym_1_100dims,AugmentedSoftmax,22,2.8125176429748535
dirsym_1_100dims,Stickbreaking,5,10.60238790512085
dirsym_e-1_10dims,NormalizedExponential,11,5.6109864711761475
dirsym_1_10dims,ProbitProduct,13,4.943246364593506
dirsym_1_10dims,NormalizedExponential,12,5.196407079696655
dirsym_1_10dims,AugmentedILR,12,5.042109489440918
dirsym_e-1_100dims,HypersphericalProbit,5,11.092388153076172
dirsym_1_10dims,Stickbreaking,12,5.015633821487427
